game_date,player,card,url
2008-11-22,Bas Savage,yellow,https://www.tranmere-web.com/match/2008/2008-11-22
2008-11-15,Ryan Shotton,yellow,https://www.tranmere-web.com/match/2008/2008-11-15
2008-11-15,Antony Kay,yellow,https://www.tranmere-web.com/match/2008/2008-11-15
2008-11-15,Steven Jennings,yellow,https://www.tranmere-web.com/match/2008/2008-11-15
2008-11-15,Steven Jennings,red,https://www.tranmere-web.com/match/2008/2008-11-15
2008-11-13,Steven Jennings,yellow,https://www.tranmere-web.com/match/2008/2008-11-13
2008-11-13,Antony Kay,yellow,https://www.tranmere-web.com/match/2008/2008-11-13
2008-11-08,Bas Savage,yellow,https://www.tranmere-web.com/match/2008/2008-11-08
2008-11-04,Gareth Edds,yellow,https://www.tranmere-web.com/match/2008/2008-11-04
2008-11-01,Ben Chorley,yellow,https://www.tranmere-web.com/match/2008/2008-11-01
2008-11-01,Ryan Shotton,yellow,https://www.tranmere-web.com/match/2008/2008-11-01
2008-10-28,Ash Taylor,yellow,https://www.tranmere-web.com/match/2008/2008-10-28
2008-10-28,Ash Taylor,red,https://www.tranmere-web.com/match/2008/2008-10-28
2008-10-24,Ryan Shotton,yellow,https://www.tranmere-web.com/match/2008/2008-10-24
