season,scorers
"1975/76","Moore"
"1975/76","Moore"
"1975/76","Mathias,OG"
"1975/76","Moore 2"
"1975/76","Moore,Allen"
"1975/76","Allen"
"1975/76","Moore,Tynan"
"1975/76",""
"1975/76","Tynan"
"1975/76","Peplow,Tynan"
"1975/76","Peplow,Moore"
"1975/76","Young,Mitchell 2,Moore 2,James 2"
"1975/76","Moore,James"
"1975/76","James,Kenny"
"1975/76","James"
"1975/76","Young,Peplow 3,Moore,James"
"1975/76","James"
"1975/76","Peplow,James"
"1975/76","Moore 4,James"
"1975/76",""
"1975/76",""
"1975/76","Peplow,Moore 2"
"1975/76","Peplow,James 2"
"1975/76",""
"1975/76","Peplow,Mitchell"
"1975/76",""
"1975/76","Peplow,Moore 4"
"1975/76","Palios,Moore 4"
"1975/76","Moore"
"1975/76",""
"1975/76",""
"1975/76","Moore,James"
"1975/76","James"
"1975/76","Mitchell,James"
"1975/76","Mathias,Philpotts"
"1975/76","Palios"
"1975/76",""
"1975/76","Moore"
"1975/76","James"
"1975/76","Moore,James"
"1975/76","Moore,James"
"1975/76","Philpotts,Palios,Moore"
"1975/76",""
"1975/76","Palios,Tynan,Allen"
"1975/76","Tynan"
"1975/76",""
"1975/76","Peplow,Moore,James"
"1975/76","Moore 3"
"1975/76","Philpotts,Moore"
"1975/76","Philpotts,Moore,James"
