season,scorers
"1951/52","Tilston 2,Bainbridge,Rosenthal"
"1951/52","Tilston"
"1951/52",""
"1951/52","Bainbridge 2"
"1951/52","Bell,Williamson,Tilston"
"1951/52","Tilston"
"1951/52","Williamson"
"1951/52","Tilston,Rosenthal,OG"
"1951/52","Williamson"
"1951/52",""
"1951/52","Tilston,Atkinson,Eastham"
"1951/52",""
"1951/52","Tilston 2,Atkinson"
"1951/52","Atkinson"
"1951/52","Dillon"
"1951/52",""
"1951/52","Tilston"
"1951/52","Dillon 2"
"1951/52","Atkinson 3,Iceton"
"1951/52",""
"1951/52","Bainbridge,Iceton"
"1951/52","OG"
"1951/52","Atkinson"
"1951/52",""
"1951/52","Davies,Atkinson 2"
"1951/52",""
"1951/52","Davies,Tilston"
"1951/52","Gibson,Rosenthal"
"1951/52","Rosenthal 2"
"1951/52","Bainbridge,Tilston 3,Iceton"
"1951/52","Williams R,Bainbridge,Tilston 2,Rosenthal"
"1951/52","Tilston,Rosenthal"
"1951/52","Bainbridge"
"1951/52",""
"1951/52","Williamson,Bainbridge 2,Tilston,McDevitt"
"1951/52",""
"1951/52","McDevitt,Iceton 2"
"1951/52","Bainbridge,Atkinson"
"1951/52","Atkinson 2"
"1951/52",""
"1951/52","Dillon"
"1951/52","Bainbridge,Atkinson"
"1951/52","Atkinson 2,McDevitt"
"1951/52","Bainbridge"
"1951/52",""
"1951/52","Davies 2,Eastham,Atkinson"
"1951/52","Davies 3"
"1951/52","McDevitt"
"1951/52",""
"1951/52","Davies,Dillon 2"
"1951/52","Dillon 2,Iceton"
"1951/52",""
"1951/52","Bainbridge"
