season,scorers
"1921/22","Stuart,Milnes,Groves,Ford"
"1921/22","Prentice"
"1921/22",""
"1921/22",""
"1921/22","Bullough,Prentice"
"1921/22","Groves,Bullough"
"1921/22","Bullough"
"1921/22","Groves 2,Bullough,Cunningham 4"
"1921/22","Campbell,Ford,Groves,Cunningham"
"1921/22",""
"1921/22",""
"1921/22","Groves 2"
"1921/22","Cook,Bullough,Prentice 2"
"1921/22","Cook,Bullough"
"1921/22",""
"1921/22","Bullough"
"1921/22",""
"1921/22",""
"1921/22","Hilton,Cunningham"
"1921/22","Prentice"
"1921/22","Roberts,Lloyd"
"1921/22","Hilton"
"1921/22","Moreton,Ford"
"1921/22",""
"1921/22",""
"1921/22",""
"1921/22","Stuart"
"1921/22","Mercer,Moreton,Fulton,OG"
"1921/22",""
"1921/22","Stuart,Fulton"
"1921/22",""
"1921/22","Ford,Fulton,OG"
"1921/22",""
"1921/22","Moreton,Lloyd"
"1921/22",""
"1921/22",""
"1921/22",""
"1921/22","Stuart,Rainford 2"
"1921/22","Campbell,Milnes,Moreton,Rainford"
"1921/22",""
