season,scorers
"1987/88",""
"1987/88","Mungall"
"1987/88",""
"1987/88","Thorpe"
"1987/88","McKenna,Muir"
"1987/88","McCarrick,OG"
"1987/88",""
"1987/88",""
"1987/88",""
"1987/88","McKenna"
"1987/88",""
"1987/88",""
"1987/88","Vickers,Morrissey,Harvey,Muir 3"
"1987/88",""
"1987/88",""
"1987/88","Aspinall"
"1987/88","Morrissey,Muir"
"1987/88","Moore"
"1987/88",""
"1987/88",""
"1987/88","Martindale"
"1987/88","Martindale,Muir"
"1987/88","Muir"
"1987/88","Martindale,OG"
"1987/88","Steel,Muir 2,Murray"
"1987/88","McKenna"
"1987/88","Harvey,Steel"
"1987/88",""
"1987/88",""
"1987/88","Martindale,Morrissey,Muir"
"1987/88","McCarrick,Steel,Muir 2"
"1987/88","Martindale"
"1987/88","Muir"
"1987/88","Morrissey,Muir"
"1987/88","Muir"
"1987/88","Muir"
"1987/88","Muir"
"1987/88","Muir"
"1987/88","Harvey,OG"
"1987/88",""
"1987/88","McCarrick,Steel,Muir"
"1987/88",""
"1987/88","Muir"
"1987/88","McCarrick,Steel,Muir"
"1987/88",""
"1987/88","Steel,Muir 2"
"1987/88","McCarrick,Muir"
"1987/88","Muir"
"1987/88","Muir 2"
"1987/88","Bishop,Muir 2"
"1987/88","Higgins,Steel"
"1987/88",""
