season,scorers
"1937/38","Mayson"
"1937/38","Eden,Kearney,Mayson"
"1937/38",""
"1937/38",""
"1937/38","Waring"
"1937/38","Waring,Kearney"
"1937/38","Eden,Cassidy 2,Waring 2"
"1937/38",""
"1937/38","Flowers,Eden,Jones,Waring,Duff"
"1937/38","Duff"
"1937/38","Waring"
"1937/38","Waring"
"1937/38","Eden,Waring"
"1937/38","Clark,Cassidy"
"1937/38",""
"1937/38","Waring,Buckley,King"
"1937/38","Buckley,Duff"
"1937/38","Dellow 2,Waring,Buckley"
"1937/38","Dellow,Waring,Buckley"
"1937/38","Wassell,Buckley,Eden"
"1937/38","Wassell,Buckley,King"
"1937/38","Buckley,King"
"1937/38",""
"1937/38","Dellow"
"1937/38","Dellow,Waring 2"
"1937/38","Waring"
"1937/38","Dellow,Jones,King,Eden,OG"
"1937/38",""
"1937/38","Waring,Jones"
"1937/38","Buckley"
"1937/38",""
"1937/38","Waring 2,Davis 2"
"1937/38","Dellow"
"1937/38","Waring"
"1937/38",""
"1937/38","Davis,Cassidy"
"1937/38","Waring,Eden"
"1937/38","Dellow 2,Eden"
"1937/38","Jones,Waring,Cassidy"
"1937/38","Dellow,Jones"
"1937/38","Davis 2,Waring 2,Cassidy,Eden 2"
"1937/38","Davis,Waring"
"1937/38","Eden"
"1937/38","Eden"
"1937/38","Dellow"
