season,scorers
"1928/29","Jones"
"1928/29","Littlehales"
"1928/29","Flanagan,Richards"
"1928/29","Charlton"
"1928/29","Littlehales"
"1928/29","Charlton"
"1928/29",""
"1928/29","Charlton 2,Littlehales"
"1928/29","Urmson"
"1928/29","Lewis,Charlton,Flanagan"
"1928/29","Bamber"
"1928/29","Littlehales"
"1928/29","Charlton 2,Beswick 2,Littlehales,Cartman"
"1928/29","Beswick 2"
"1928/29","Littlehales 4,Cartman 2"
"1928/29","Flanagan,Beswick"
"1928/29","Jones,Littlehales,OG"
"1928/29",""
"1928/29","Jones,Beswick"
"1928/29","Beswick"
"1928/29","Beswick"
"1928/29","Cartman,Beswick"
"1928/29","Cartman"
"1928/29",""
"1928/29","Beswick"
"1928/29","Cartman 2"
"1928/29","Littlehales"
"1928/29","Barton"
"1928/29","Flanagan"
"1928/29","Lewis"
"1928/29","Charlton,Urmson"
"1928/29",""
"1928/29","Jones,Charlton 3,Beswick"
"1928/29","Gray,Beswick"
"1928/29","Charlton,Beswick 2,OG"
"1928/29","Charlton,Beswick 2"
"1928/29","Jones,Littlehales"
"1928/29","Urmson"
"1928/29","Urmson"
"1928/29","Cartman,Beswick,Littlehales,Urmson"
"1928/29","Jones,Beswick"
"1928/29","Charlton"
"1928/29","Jones,Charlton"
"1928/29","Naylor,Charlton,Ridding"
