season,scorers
"1995/96","O'Brien,Aldridge"
"1995/96","Aldridge 2"
"1995/96","O'Brien,Aldridge,Moore"
"1995/96","Aldridge"
"1995/96",""
"1995/96","Aldridge,Bennett"
"1995/96",""
"1995/96","Aldridge"
"1995/96","Bennett,Nevin"
"1995/96","Aldridge,Bennett"
"1995/96","Brannan,Jones G 2"
"1995/96","Aldridge"
"1995/96","Bennett,Moore"
"1995/96","Bennett,Moore 2"
"1995/96","Moore"
"1995/96","Moore"
"1995/96","Aldridge 2,Bennett,Moore,Nevin"
"1995/96","Aldridge"
"1995/96","Moore"
"1995/96","Aldridge 2"
"1995/96",""
"1995/96","Jones G,Bennett"
"1995/96","Moore"
"1995/96",""
"1995/96",""
"1995/96","Aldridge 2"
"1995/96",""
"1995/96",""
"1995/96","Moore"
"1995/96","Aldridge"
"1995/96",""
"1995/96",""
"1995/96","Aldridge"
"1995/96","Branch"
"1995/96","Aldridge,Bennett"
"1995/96",""
"1995/96","Aldridge,Nevin"
"1995/96","Rogers,Aldridge"
"1995/96","Branch"
"1995/96","Aldridge,Bennett"
"1995/96","Aldridge,OG"
"1995/96",""
"1995/96","Rogers,Aldridge"
"1995/96","Aldridge"
"1995/96","Cook,Aldridge"
"1995/96","OG"
"1995/96","Aldridge,O'Brien,Irons 2,Morgan"
"1995/96","O'Brien"
"1995/96","Aldridge"
"1995/96",""
"1995/96","Aldridge,Irons"
