season,scorers
"1957/58","Williams K,Gaskell,Eglington"
"1957/58","Gaskell"
"1957/58","Eglington"
"1957/58",""
"1957/58","Williams K"
"1957/58","Eglington"
"1957/58","Eglington"
"1957/58","Williams K,Gaskell"
"1957/58","McDonnell,Williams K 3,Crossan"
"1957/58","Crossan"
"1957/58","Fleming"
"1957/58",""
"1957/58","Crossan,Eglington"
"1957/58","Crossan"
"1957/58","Jones 2,Williams K 2"
"1957/58","McDonnell,Williams K,Jones"
"1957/58","McDonnell"
"1957/58","Williams K,Jones"
"1957/58","Williams K,Eglington"
"1957/58","Charlton,Williams K 2,Crossan"
"1957/58","Williams K 2"
"1957/58","Williams K,Dodd,Eglington"
"1957/58","Farrell,Williams K,Dodd"
"1957/58","Williams K,Eglington"
"1957/58","McDevitt,McDonnell,Eglington 2"
"1957/58","Dodd"
"1957/58","Williams K"
"1957/58","Williams K 3,Dodd 3"
"1957/58",""
"1957/58","Williams K,Dodd"
"1957/58","McDevitt,Williams K,Crossan"
"1957/58",""
"1957/58",""
"1957/58","Williams K 3"
"1957/58",""
"1957/58","Williams K,Gaskell 3,Eglington"
"1957/58",""
"1957/58","Finney 2"
"1957/58",""
"1957/58","Charlton"
"1957/58","McDevitt,Finney,Rowley,Eglington"
"1957/58","Eglington"
"1957/58","Williams K,Dodd"
"1957/58",""
"1957/58","OG"
"1957/58","Williams K"
"1957/58",""
"1957/58","McDevitt,Dodd"
"1957/58","McDevitt,Eglington"
