season,scorers
"1923/24","Campbell,Sayer"
"1923/24",""
"1923/24",""
"1923/24","Sayer,Cartman 2"
"1923/24","Sayer"
"1923/24","Beswick"
"1923/24","Brown 2,Sayer"
"1923/24","Sayer"
"1923/24",""
"1923/24","Sayer"
"1923/24","Cartman"
"1923/24","Sayer"
"1923/24","Brown"
"1923/24","Sayer"
"1923/24","Hilton"
"1923/24",""
"1923/24","Brown 2"
"1923/24","Sayer 3"
"1923/24",""
"1923/24",""
"1923/24",""
"1923/24","Campbell,Sayer"
"1923/24","Sayer"
"1923/24","Sayer,Cartman"
"1923/24","Halstead"
"1923/24","Stuart"
"1923/24","Campbell,Beswick"
"1923/24","Stuart"
"1923/24","Campbell,Sayer"
"1923/24","Moreton"
"1923/24","Cartman"
"1923/24","Littlehales"
"1923/24","Sayer"
"1923/24","Moreton"
"1923/24","Littlehales 2"
"1923/24","Sayer"
"1923/24","Brown,Littlehales,OG"
"1923/24",""
"1923/24","Moreton 2,Sayer,Littlehales"
"1923/24","Brown,Sayer,Littlehales"
"1923/24","Brown 2,Littlehales"
"1923/24",""
"1923/24",""
"1923/24",""
"1923/24","Brown,Cartman"
"1923/24",""
