season,scorers
"1983/84","Aspinall"
"1983/84",""
"1983/84","Palios"
"1983/84",""
"1983/84","Aspinall,Hilditch"
"1983/84",""
"1983/84",""
"1983/84",""
"1983/84","Ferguson,Williams G"
"1983/84","Aspinall"
"1983/84","Brown O"
"1983/84","Williams G,OG"
"1983/84","Ferguson,OG"
"1983/84",""
"1983/84","Hilditch"
"1983/84",""
"1983/84","Philpotts,Williams G"
"1983/84","Ferguson,Aspinall"
"1983/84","Aspinall,Powell"
"1983/84","Allen"
"1983/84","Mathias,Aspinall"
"1983/84","Palios,Williams J,Ferguson"
"1983/84","Hilditch"
"1983/84","Aspinall 2,OG"
"1983/84","Philpotts"
"1983/84","Aspinall 2"
"1983/84",""
"1983/84","Aspinall,Hilditch 2"
"1983/84","Philpotts"
"1983/84",""
"1983/84",""
"1983/84","Philpotts"
"1983/84",""
"1983/84","Aspinall"
"1983/84","Hilditch,Hutchinson"
"1983/84",""
"1983/84","OG"
"1983/84","Palios,Aspinall,Hutchinson"
"1983/84","Powell,Aspinall,Hilditch"
"1983/84","Hilditch 3,Goodlass"
"1983/84","Hilditch,Hutchinson 2"
"1983/84",""
"1983/84","Hutchinson"
"1983/84","Aspinall"
"1983/84","Palios"
"1983/84",""
"1983/84","Philpotts,Hilditch"
"1983/84","Hilditch"
"1983/84",""
"1983/84",""
"1983/84","Philpotts,Woods"
"1983/84",""    
"1983/84","Woods"
"1983/84","Hutchinson"
"1983/84","Philpotts"
