season,scorers
"1962/63","Gubbins,Arnell"
"1962/63",""
"1962/63","Edwards"
"1962/63",""
"1962/63","Manning"
"1962/63","Milner,Gubbins"
"1962/63","Campbell 3,Milner,Arnell 2"
"1962/63","Hickson"
"1962/63","Milner,Hickson 2"
"1962/63","Hickson"
"1962/63","Gubbins,Jones,Hickson 2,Arnell 3"
"1962/63","Conroy,Jones,Dyson"
"1962/63","Gubbins"
"1962/63","Jones,Hickson"
"1962/63","Hickson,Dyson"
"1962/63","Gubbins,Dyson"
"1962/63","Gubbins"
"1962/63",""
"1962/63","Jones,Hickson"
"1962/63","Jones 2"
"1962/63","Manning 2,Hickson 2"
"1962/63","Hickson 3,Jones"
"1962/63","Jones"
"1962/63","Dyson,OG"
"1962/63","Jones,Hickson,Gubbins"
"1962/63","King J,Jones"
"1962/63","Hickson"
"1962/63","Finney"
"1962/63","Hickson,Gubbins,Dyson"
"1962/63","Hickson"
"1962/63",""
"1962/63","Hickson 2,OG"
"1962/63","Manning 2"
"1962/63",""
"1962/63","Dyson 2,Milner"
"1962/63","King J,Dyson,Hickson"
"1962/63","Dyson,Hickson"
"1962/63",""
"1962/63",""
"1962/63","Hickson,OG"
"1962/63",""
"1962/63","Dyson,Jackson D 3,Roberts"
"1962/63","Dyson"
"1962/63","Gubbins,Jackson D"
"1962/63",""
"1962/63","Dyson"
"1962/63",""
"1962/63","Manning 2"
"1962/63","Manning,Pritchard 2"
"1962/63","Dyson,King A"
"1962/63",""
