season,scorers
"1973/74",""
"1973/74","Tynan 2,Crossley"
"1973/74","Palios,McAuley"
"1973/74","Loyden"
"1973/74","Loyden"
"1973/74","Palios"
"1973/74",""
"1973/74","Loyden,Young"
"1973/74","Young"
"1973/74",""
"1973/74","Loyden"
"1973/74",""
"1973/74",""
"1973/74","Young"
"1973/74","Palios"
"1973/74","Moore,Allen 2"
"1973/74",""
"1973/74","Loyden"
"1973/74","Mathias,Crossley,Young"
"1973/74",""
"1973/74","Allen"
"1973/74","Tynan,Young"
"1973/74","Moore,Tynan"
"1973/74","Young"
"1973/74","Moore,Crossley,Tynan,Young"
"1973/74",""
"1973/74","Allen"
"1973/74",""
"1973/74","Crossley"
"1973/74",""
"1973/74",""
"1973/74",""
"1973/74",""
"1973/74","Peplow,Loyden"
"1973/74",""
"1973/74","Young"
"1973/74",""
"1973/74","Tynan,Crossley"
"1973/74",""
"1973/74",""
"1973/74",""
"1973/74","Crossley"
"1973/74",""
"1973/74","Mitchell"
"1973/74","Yeats,Mitchell,Crossley"
"1973/74","Palios,OG"
"1973/74","Yeats"
"1973/74",""
"1973/74","Allen,Mitchell,Palios"
"1973/74",""
"1973/74","Veitch,Tynan,Crossley"
"1973/74","Palios 2,Mitchell,Crossley 2"
"1973/74","Peplow,Tynan"
