season,scorers
"1979/80","Peplow,Lumby"
"1979/80","Peplow"
"1979/80","Craven,Kerr"
"1979/80","Edwards,Lumby"
"1979/80",""
"1979/80",""
"1979/80",""
"1979/80",""
"1979/80","Craven,Lumby"
"1979/80","O'Neil,Craven,Kerr,Peplow"
"1979/80","Kerr"
"1979/80",""
"1979/80",""
"1979/80","Kerr"
"1979/80","Craven"
"1979/80","O'Neil 2,Peplow"
"1979/80",""
"1979/80","Evans"
"1979/80","O'Neil"
"1979/80","O'Neil"
"1979/80",""
"1979/80","Beamish"
"1979/80","Beamish"
"1979/80","Evans 2,O'Neil 2,Lumby 3,Beamish,OG"
"1979/80","Evans,Lumby"
"1979/80","Beamish"
"1979/80","Evans,Peplow"
"1979/80","Beamish"
"1979/80","OG"
"1979/80",""
"1979/80","Beamish 3,Peplow"
"1979/80","Peplow"
"1979/80","Craven,Beamish"
"1979/80","Evans 2,Kelly 2,Beamish"
"1979/80","Peplow"
"1979/80","Bramhall"
"1979/80","O'Neil"
"1979/80",""
"1979/80","O'Neil"
"1979/80",""
"1979/80","Kelly,Beamish"
"1979/80","Evans"
"1979/80","Kerr"
"1979/80",""
"1979/80",""
"1979/80",""
"1979/80","Flood,Kelly"
"1979/80",""
"1979/80","O'Neil"
"1979/80","Kerr"
"1979/80","Peplow"
"1979/80",""
"1979/80",""
