season,scorers
"1977/78",""
"1977/78","Tynan,Allen"
"1977/78","Palios,Allen 2"
"1977/78","Allen"
"1977/78","Moore"
"1977/78",""
"1977/78","Evans,Peplow,Moore"
"1977/78",""
"1977/78","Allen"
"1977/78",""
"1977/78","Palios 3,Moore,Allen"
"1977/78","Peplow,Moore"
"1977/78",""
"1977/78","Moore"
"1977/78","Philpotts,Tynan"
"1977/78","Moore"
"1977/78",""
"1977/78","Flood,Palios,Moore,Allen,James"
"1977/78","Palios,Allen"
"1977/78","Moore"
"1977/78","Allen"
"1977/78","James"
"1977/78",""
"1977/78","Palios"
"1977/78","Peplow 2,Moore 2"
"1977/78","Tynan 3"
"1977/78","Moore"
"1977/78","Peplow,Allen"
"1977/78",""
"1977/78","Moore"
"1977/78","Moore,Tynan"
"1977/78",""
"1977/78","Palios,Moore"
"1977/78",""
"1977/78",""
"1977/78",""
"1977/78","Tynan"
"1977/78","Allen"
"1977/78",""
"1977/78",""
"1977/78","Evans,Peplow,Moore"
"1977/78",""
"1977/78","Allen"
"1977/78",""
"1977/78","Tynan"
"1977/78","Peplow"
"1977/78","Moore,Allen"
"1977/78",""
"1977/78","Cliff,Allen"
"1977/78","Moore"
