season,scorers
"1938/39","Hamilton,Dellow"
"1938/39","Waring 2"
"1938/39",""
"1938/39",""
"1938/39","Waring,Buckley,OG"
"1938/39",""
"1938/39","Waring"
"1938/39","Waring"
"1938/39",""
"1938/39","Buckley"
"1938/39","Cassidy,Docking 2"
"1938/39","Buckley"
"1938/39","Cassidy,Docking"
"1938/39","Dellow"
"1938/39",""
"1938/39","Griffiths"
"1938/39",""
"1938/39",""
"1938/39","Roy"
"1938/39","Dellow"
"1938/39","Travis,Docking 2"
"1938/39","Miller,Docking"
"1938/39",""
"1938/39","Buckley,Roy"
"1938/39",""
"1938/39","Docking"
"1938/39",""
"1938/39","Buckley 2"
"1938/39","Eden,Cassidy"
"1938/39",""
"1938/39",""
"1938/39",""
"1938/39","Travis"
"1938/39",""
"1938/39","Eden,Travis"
"1938/39",""
"1938/39",""
"1938/39","Eden 2"
"1938/39","Thomas"
"1938/39",""
"1938/39",""
"1938/39",""
"1938/39","Kearns"
