season,scorers
"1974/75",""
"1974/75","Crossley,Young"
"1974/75","Crossley"
"1974/75","Coppell,Allen"
"1974/75",""
"1974/75","Allen"
"1974/75",""
"1974/75","OG"
"1974/75",""
"1974/75",""
"1974/75",""
"1974/75","Young"
"1974/75","Veitch,Coppell,Peplow"
"1974/75","Coppell,Tynan,Peplow"
"1974/75",""
"1974/75","Young"
"1974/75","Coppell,Young,Allen"
"1974/75",""
"1974/75","Peplow"
"1974/75","Coppell,Tynan"
"1974/75","Flood,Coppell,Crossley"
"1974/75","Coppell,Tynan"
"1974/75","Flood,Coppell,Tynan,Veitch,Crossley 2"
"1974/75","Tynan"
"1974/75","OG"
"1974/75","Crossley"
"1974/75",""
"1974/75",""
"1974/75","Tynan,Veitch"
"1974/75",""
"1974/75","Coppell,Crossley"
"1974/75",""
"1974/75","Palios,Coppell,Young"
"1974/75","Coppell,Allen,OG"
"1974/75","Allen"
"1974/75","Crossley"
"1974/75",""
"1974/75",""
"1974/75","Palios"
"1974/75","Crossley"
"1974/75",""
"1974/75","Crossley"
"1974/75","Mathias,Mitchell 2"
"1974/75","Allen"
"1974/75",""
"1974/75",""
"1974/75","Moore"
"1974/75",""
"1974/75",""
"1974/75","Crossley 2"
"1974/75",""
"1974/75","Allen,Tynan"
"1974/75","Moore,Allen"
