season,scorers
"1934/35","Bell 2,Urmson"
"1934/35","Bell,MacDonald"
"1934/35","Urmson"
"1934/35","Bell 2"
"1934/35","Baker,Bell"
"1934/35","Urmson"
"1934/35","Baker,Urmson"
"1934/35","Woodward"
"1934/35","MacDonald"
"1934/35","Baker,Meacock,Urmson 2"
"1934/35","Spencer R,Burgin 2,Woodward"
"1934/35","MacDonald,Urmson"
"1934/35","Baker,Urmson"
"1934/35","Burgin 2"
"1934/35","Baker 2,Woodward"
"1934/35","Baker 2,Urmson"
"1934/35","Baker,Burgin,Woodward"
"1934/35","Burgin 2"
"1934/35","Baker,MacDonald,Burgin,Urmson"
"1934/35",""
"1934/35",""
"1934/35","Burgin 2"
"1934/35","Woodward"
"1934/35","Burgin"
"1934/35","MacDonald,Burgin 3"
"1934/35","Burgin,Woodward"
"1934/35","Burgin,Urmson"
"1934/35",""
"1934/35","Heywood"
"1934/35","Burgin,Woodward"
"1934/35","Burgin 2,Urmson"
"1934/35",""
"1934/35",""
"1934/35","Glasper,Burgin,Woodward,OG"
"1934/35",""
"1934/35","Burgin 2"
"1934/35",""
"1934/35","MacDonald 2,Woodward,Urmson 2"
"1934/35",""
"1934/35","MacDonald"
"1934/35","Burgin,Woodward"
"1934/35",""
"1934/35","MacDonald 2,Woodward"
"1934/35",""
