season,game_no,game_date,disam_name,player_name,goals_scored
1962/63,37,1963-04-04,Hickson,Dave Hickson,1
1962/63,40,1963-04-13,Hickson,Dave Hickson,1
1962/63,40,1963-04-13,OG,OG,1
1962/63,42,1963-04-22,Dyson,Barry Dyson,1
1962/63,42,1963-04-22,Jackson D,David Jackson,3
1962/63,42,1963-04-22,Roberts,Ronnie Roberts,1
1962/63,43,1963-04-25,Dyson,Barry Dyson,1
1962/63,44,1963-04-27,Gubbins,Ralph Gubbins,1
1962/63,44,1963-04-27,Jackson D,David Jackson,1
1962/63,46,1963-05-04,Dyson,Barry Dyson,1
1962/63,48,1963-05-11,Manning,John Manning,2
1962/63,49,1963-05-13,Manning,John Manning,1
1962/63,49,1963-05-13,Pritchard,Joe Pritchard,2
1962/63,50,1963-05-18,Dyson,Barry Dyson,1
1962/63,50,1963-05-18,King A,Alan King,1
1963/64,1,1963-08-24,Dyson,Barry Dyson,1
1963/64,2,1963-08-26,Dyson,Barry Dyson,1
1963/64,3,1963-08-30,King J,Johnny King,1
1963/64,3,1963-08-30,Gubbins,Ralph Gubbins,1
1963/64,3,1963-08-30,Jones,Les Jones,2
1963/64,3,1963-08-30,Hickson,Dave Hickson,1
1963/64,3,1963-08-30,OG,OG,1
1963/64,4,1963-09-04,Dyson,Barry Dyson,2
1963/64,5,1963-09-07,Jones,Les Jones,1
1963/64,5,1963-09-07,Hickson,Dave Hickson,1
1963/64,5,1963-09-07,Dyson,Barry Dyson,2
1963/64,6,1963-09-09,Jones,Les Jones,1
1963/64,6,1963-09-09,Dyson,Barry Dyson,1
1963/64,9,1963-09-21,Dyson,Barry Dyson,1
1963/64,10,1963-09-25,Conroy,Bobby Conroy,1
1963/64,10,1963-09-25,Dyson,Barry Dyson,1
1963/64,12,1963-09-30,Campbell,Les Campbell,1
1963/64,12,1963-09-30,OG,OG,1
1963/64,14,1963-10-07,Jackson P,Peter Jackson,1
1963/64,14,1963-10-07,Manning,John Manning,1
1963/64,15,1963-10-12,Evans,Bernard Evans,1
1963/64,16,1963-10-16,Dyson,Barry Dyson,1
1963/64,17,1963-10-18,Evans,Bernard Evans,1
1963/64,19,1963-10-25,McDonnell,Charlie McDonnell,1
1963/64,19,1963-10-25,Evans,Bernard Evans,1
1963/64,20,1963-10-28,Dyson,Barry Dyson,1
1963/64,20,1963-10-28,Roberts,Ronnie Roberts,1
1963/64,21,1963-11-02,Evans,Bernard Evans,1
1963/64,21,1963-11-02,Dyson,Barry Dyson,1
1963/64,22,1963-11-09,McDonnell,Charlie McDonnell,1
1963/64,24,1963-11-23,Jones,Les Jones,1
1963/64,25,1963-11-29,Jones,Les Jones,1
1963/64,25,1963-11-29,Manning,John Manning,1
1963/64,25,1963-11-29,Dyson,Barry Dyson,1
1963/64,26,1963-12-14,Campbell,Les Campbell,1
1963/64,26,1963-12-14,Manning,John Manning,1
1963/64,26,1963-12-14,OG,OG,1
1963/64,27,1963-12-21,Manning,John Manning,1
1963/64,27,1963-12-21,Dyson,Barry Dyson,1
1963/64,28,1963-12-26,Dyson,Barry Dyson,1
1963/64,29,1963-12-28,Manning,John Manning,1
1963/64,30,1964-01-01,Jones,Les Jones,1
1963/64,30,1964-01-01,Manning,John Manning,2
1963/64,31,1964-01-03,Manning,John Manning,1
1963/64,31,1964-01-03,Dyson,Barry Dyson,2
1963/64,32,1964-01-10,Jones,Les Jones,1
1963/64,32,1964-01-10,Manning,John Manning,1
1963/64,32,1964-01-10,Dyson,Barry Dyson,1
1963/64,33,1964-01-18,Manning,John Manning,1
1963/64,33,1964-01-18,Dyson,Barry Dyson,2
1963/64,34,1964-01-25,Manning,John Manning,1
1963/64,35,1964-01-31,Jackson P,Peter Jackson,1
1963/64,35,1964-01-31,Jones,Les Jones,1
1963/64,35,1964-01-31,Dyson,Barry Dyson,1
1963/64,36,1964-02-08,Edwards,Malcolm Edwards,1
1963/64,36,1964-02-08,Manning,John Manning,1
1963/64,37,1964-02-14,Jones,Les Jones,1
1963/64,37,1964-02-14,Dyson,Barry Dyson,1
1963/64,38,1964-02-21,Jones,Les Jones,1
1963/64,38,1964-02-21,Dyson,Barry Dyson,1
1963/64,40,1964-03-14,Manning,John Manning,2
1963/64,41,1964-03-20,Campbell,Les Campbell,1
1963/64,41,1964-03-20,Jones,Les Jones,1
1963/64,41,1964-03-20,Manning,John Manning,1
1963/64,41,1964-03-20,Dyson,Barry Dyson,1
1963/64,42,1964-03-23,Jones,Les Jones,1
1963/64,42,1964-03-23,OG,OG,1
1963/64,44,1964-03-28,Dyson,Barry Dyson,2
1963/64,45,1964-03-30,Campbell,Les Campbell,1
1963/64,45,1964-03-30,Jones,Les Jones,1
1963/64,45,1964-03-30,Manning,John Manning,1
1963/64,45,1964-03-30,Dyson,Barry Dyson,2
1963/64,46,1964-04-03,Jones,Les Jones,1
1963/64,46,1964-04-03,Dyson,Barry Dyson,1
1963/64,47,1964-04-11,Evans,Bernard Evans,1
1963/64,47,1964-04-11,OG,OG,1
1963/64,48,1964-04-17,Dyson,Barry Dyson,1
1963/64,49,1964-04-25,Manning,John Manning,2
1963/64,50,1964-04-29,Manning,John Manning,2
1964/65,1,1964-08-22,Manning,John Manning,2
1964/65,1,1964-08-22,Dyson,Barry Dyson,3
1964/65,2,1964-08-27,Lornie,Jack Lornie,1
1964/65,2,1964-08-27,Manning,John Manning,2
1964/65,2,1964-08-27,McDonnell,Charlie McDonnell,1
1964/65,3,1964-08-29,Dyson,Barry Dyson,1
1964/65,4,1964-08-31,Manning,John Manning,2
1964/65,4,1964-08-31,Dyson,Barry Dyson,1
1964/65,4,1964-08-31,McDonnell,Charlie McDonnell,1
1964/65,5,1964-09-02,Manning,John Manning,1
1964/65,5,1964-09-02,McDonnell,Charlie McDonnell,1
1964/65,6,1964-09-04,Manning,John Manning,1
1964/65,8,1964-09-12,Manning,John Manning,1
1964/65,9,1964-09-14,Manning,John Manning,2
1964/65,9,1964-09-14,McDonnell,Charlie McDonnell,1
1964/65,9,1964-09-14,Weir,Jimmy Weir,1
1964/65,10,1964-09-18,Dyson,Barry Dyson,2
1964/65,10,1964-09-18,Jones,Les Jones,2
1964/65,10,1964-09-18,Weir,Jimmy Weir,1
1964/65,12,1964-09-25,Hill,Mandy Hill,1
1964/65,12,1964-09-25,Dyson,Barry Dyson,1
1964/65,12,1964-09-25,Manning,John Manning,2
1964/65,12,1964-09-25,McDonnell,Charlie McDonnell,1
1964/65,12,1964-09-25,Weir,Jimmy Weir,1
1964/65,14,1964-10-03,Manning,John Manning,1
1964/65,14,1964-10-03,McDonnell,Charlie McDonnell,1
1964/65,15,1964-10-05,Dyson,Barry Dyson,2
1964/65,15,1964-10-05,McDonnell,Charlie McDonnell,1
1964/65,17,1964-10-16,Manning,John Manning,3
1964/65,17,1964-10-16,McDonnell,Charlie McDonnell,2
1964/65,18,1964-10-19,Hill,Mandy Hill,2
1964/65,18,1964-10-19,McDonnell,Charlie McDonnell,1
1964/65,19,1964-10-24,Stuart,Eddie Stuart,1
1964/65,19,1964-10-24,Manning,John Manning,1
1964/65,20,1964-10-26,Manning,John Manning,1
1964/65,20,1964-10-26,McDonnell,Charlie McDonnell,2
1964/65,21,1964-10-30,Jones,Les Jones,2
1964/65,21,1964-10-30,Manning,John Manning,1
1964/65,22,1964-11-06,King A,Alan King,1
1964/65,22,1964-11-06,McDonnell,Charlie McDonnell,1
1964/65,22,1964-11-06,A'Court,Alan A'Court,1
1964/65,25,1964-11-20,Dyson,Barry Dyson,2
1964/65,26,1964-11-27,Sinclair,Roy Sinclair,1
1964/65,26,1964-11-27,Dyson,Barry Dyson,1
1964/65,26,1964-11-27,McDonnell,Charlie McDonnell,1
1964/65,26,1964-11-27,A'Court,Alan A'Court,1
1964/65,27,1964-12-12,McDonnell,Charlie McDonnell,1
1964/65,28,1964-12-18,Dyson,Barry Dyson,2
1964/65,28,1964-12-18,McDonnell,Charlie McDonnell,1
1964/65,29,1964-12-26,Jones,Les Jones,2
1964/65,29,1964-12-26,Dyson,Barry Dyson,1
1964/65,29,1964-12-26,McDonnell,Charlie McDonnell,1
1964/65,30,1964-12-28,Dyson,Barry Dyson,1
1964/65,31,1965-01-02,Dyson,Barry Dyson,1
1964/65,33,1965-01-15,McDonnell,Charlie McDonnell,1
1964/65,33,1965-01-15,OG,OG,1
1964/65,35,1965-01-29,Hill,Mandy Hill,1
1964/65,35,1965-01-29,Dyson,Barry Dyson,1
1964/65,36,1965-02-06,Manning,John Manning,1
1964/65,36,1965-02-06,McDonnell,Charlie McDonnell,1
1964/65,37,1965-02-12,Dyson,Barry Dyson,1
1964/65,37,1965-02-12,Manning,John Manning,1
1964/65,37,1965-02-12,McDonnell,Charlie McDonnell,1
1964/65,38,1965-02-19,Dyson,Barry Dyson,1
1964/65,39,1965-02-27,McDonnell,Charlie McDonnell,2
1964/65,40,1965-03-13,Dyson,Barry Dyson,1
1964/65,41,1965-03-19,Stuart,Eddie Stuart,1
1964/65,43,1965-03-29,Dyson,Barry Dyson,1
1964/65,43,1965-03-29,McDonnell,Charlie McDonnell,2
1964/65,43,1965-03-29,A'Court,Alan A'Court,1
1964/65,44,1965-04-02,King A,Alan King,1
1964/65,44,1965-04-02,Sinclair,Roy Sinclair,1
1964/65,44,1965-04-02,Dyson,Barry Dyson,1
1964/65,44,1965-04-02,A'Court,Alan A'Court,1
1964/65,45,1965-04-10,Dyson,Barry Dyson,1
1964/65,47,1965-04-17,Dyson,Barry Dyson,2
1964/65,48,1965-04-21,Dyson,Barry Dyson,1
1964/65,49,1965-04-24,Lornie,Jack Lornie,1
1964/65,49,1965-04-24,Dyson,Barry Dyson,1
1965/66,1,1965-08-21,Dyson,Barry Dyson,2
1965/66,2,1965-08-23,King A,Alan King,1
1965/66,3,1965-08-27,Twist,Frank Twist,1
1965/66,4,1965-09-01,Manning,John Manning,1
1965/66,4,1965-09-01,Dyson,Barry Dyson,1
1965/66,5,1965-09-04,Dyson,Barry Dyson,2
1965/66,6,1965-09-06,Dyson,Barry Dyson,1
1965/66,6,1965-09-06,Crawford,Bruce Crawford,1
1965/66,7,1965-09-10,Pritchard,Joe Pritchard,1
1965/66,7,1965-09-10,Crawford,Bruce Crawford,1
1965/66,8,1965-09-15,Dyson,Barry Dyson,1
1965/66,10,1965-09-24,Dyson,Barry Dyson,2
1965/66,11,1965-09-29,King A,Alan King,1
1965/66,11,1965-09-29,Manning,John Manning,2
1965/66,11,1965-09-29,Dyson,Barry Dyson,1
1965/66,11,1965-09-29,OG,OG,1
1965/66,14,1965-10-15,Parnell,Roy Parnell,1
1965/66,15,1965-10-18,Lornie,Jack Lornie,2
1965/66,15,1965-10-18,Manning,John Manning,1
1965/66,15,1965-10-18,Dyson,Barry Dyson,2
1965/66,16,1965-10-23,King A,Alan King,1
1965/66,17,1965-10-29,King A,Alan King,1
1965/66,17,1965-10-29,Manning,John Manning,2
1965/66,17,1965-10-29,Dyson,Barry Dyson,2
1965/66,17,1965-10-29,OG,OG,1
1965/66,18,1965-11-03,Pritchard,Joe Pritchard,1
1965/66,18,1965-11-03,Manning,John Manning,1
1965/66,19,1965-11-06,Manning,John Manning,1
1965/66,22,1965-11-22,Crawford,Bruce Crawford,1
1965/66,22,1965-11-22,Manning,John Manning,1
1965/66,22,1965-11-22,Dyson,Barry Dyson,1
1965/66,24,1965-12-10,Manning,John Manning,1
1965/66,24,1965-12-10,Dyson,Barry Dyson,2
1965/66,24,1965-12-10,Sinclair,Roy Sinclair,3
1965/66,25,1965-12-18,Dyson,Barry Dyson,1
1965/66,27,1966-01-01,Manning,John Manning,2
1965/66,27,1966-01-01,Dyson,Barry Dyson,1
1965/66,27,1966-01-01,Crawford,Bruce Crawford,1
1965/66,27,1966-01-01,A'Court,Alan A'Court,2
1965/66,28,1966-01-08,Lornie,Jack Lornie,1
1965/66,28,1966-01-08,Crawford,Bruce Crawford,1
1965/66,28,1966-01-08,Stanley,Graham Stanley,1
1965/66,30,1966-01-28,King A,Alan King,2
1965/66,30,1966-01-28,Dyson,Barry Dyson,1
1965/66,30,1966-01-28,Sinclair,Roy Sinclair,1
1965/66,30,1966-01-28,A'Court,Alan A'Court,1
1965/66,31,1966-02-05,Hill,Mandy Hill,1
1965/66,31,1966-02-05,Dyson,Barry Dyson,1
1965/66,31,1966-02-05,A'Court,Alan A'Court,1
1965/66,32,1966-02-18,Pritchard,Joe Pritchard,1
1965/66,32,1966-02-18,Dyson,Barry Dyson,2
1965/66,33,1966-02-26,Manning,John Manning,1
1965/66,33,1966-02-26,A'Court,Alan A'Court,3
1965/66,34,1966-03-04,Dyson,Barry Dyson,1
1965/66,35,1966-03-07,OG,OG,1
1965/66,36,1966-03-11,Dyson,Barry Dyson,1
1965/66,37,1966-03-19,Manning,John Manning,1
1965/66,38,1966-03-26,Manning,John Manning,1
1965/66,39,1966-04-01,King A,Alan King,1
1965/66,40,1966-04-08,Lornie,Jack Lornie,1
1965/66,42,1966-04-11,Parnell,Roy Parnell,1
1965/66,44,1966-04-23,King A,Alan King,1
1965/66,45,1966-04-25,Hill,Mandy Hill,1
1965/66,45,1966-04-25,Manning,John Manning,2
1965/66,45,1966-04-25,Dyson,Barry Dyson,2
1965/66,45,1966-04-25,Twist,Frank Twist,1
1965/66,46,1966-04-29,Hill,Mandy Hill,1
1965/66,46,1966-04-29,Dyson,Barry Dyson,1
1965/66,46,1966-04-29,Twist,Frank Twist,1
1965/66,47,1966-05-06,Manning,John Manning,1
1965/66,47,1966-05-06,Dyson,Barry Dyson,3
1965/66,47,1966-05-06,Pritchard,Joe Pritchard,1
1965/66,48,1966-05-13,Manning,John Manning,1
1965/66,48,1966-05-13,OG,OG,1
1966/67,2,1966-08-24,Ashworth,Barry Ashworth,1
1966/67,2,1966-08-24,Manning,John Manning,2
1966/67,2,1966-08-24,Dyson,Barry Dyson,1
1966/67,2,1966-08-24,Sinclair,Roy Sinclair,1
1966/67,4,1966-09-03,Williams,Graham Williams,1
1966/67,5,1966-09-06,Manning,John Manning,1
1966/67,5,1966-09-06,Dyson,Barry Dyson,2
1966/67,6,1966-09-10,Hill,Mandy Hill,1
1966/67,6,1966-09-10,Manning,John Manning,1
1966/67,7,1966-09-14,Pritchard,Joe Pritchard,1
1966/67,8,1966-09-16,Manning,John Manning,1
1966/67,10,1966-09-24,Williams,Graham Williams,1
1966/67,11,1966-09-26,Sinclair,Roy Sinclair,2
1966/67,12,1966-09-30,Ashworth,Barry Ashworth,1
1966/67,12,1966-09-30,Pritchard,Joe Pritchard,1
1966/67,13,1966-10-08,Pritchard,Joe Pritchard,1
1966/67,14,1966-10-14,Ashworth,Barry Ashworth,1
1966/67,14,1966-10-14,King A,Alan King,1
1966/67,14,1966-10-14,Manning,John Manning,2
1966/67,14,1966-10-14,Westlake,Brian Westlake,1
1966/67,15,1966-10-17,Pritchard,Joe Pritchard,1
1966/67,15,1966-10-17,Williams,Graham Williams,1
1966/67,17,1966-10-28,Pritchard,Joe Pritchard,1
1966/67,17,1966-10-28,Westlake,Brian Westlake,1
1966/67,19,1966-11-11,Westlake,Brian Westlake,1
1966/67,20,1966-11-14,Hill,Mandy Hill,1
1966/67,22,1966-11-26,Parnell,Roy Parnell,1
1966/67,23,1966-11-28,Williams,Graham Williams,1
1966/67,25,1966-12-17,Pritchard,Joe Pritchard,1
1966/67,26,1966-12-26,Yardley,George Yardley,1
1966/67,28,1966-12-30,Yardley,George Yardley,2
1966/67,28,1966-12-30,King A,Alan King,1
1966/67,29,1967-01-07,Yardley,George Yardley,1
1966/67,30,1967-01-13,Ashworth,Barry Ashworth,1
1966/67,30,1967-01-13,Williams,Graham Williams,1
1966/67,31,1967-01-21,Williams,Graham Williams,1
1966/67,32,1967-01-28,Yardley,George Yardley,1
1966/67,32,1967-01-28,Hudson,George Hudson,1
1966/67,32,1967-01-28,Williams,Graham Williams,1
1966/67,32,1967-01-28,OG,OG,1
1966/67,34,1967-02-13,Yardley,George Yardley,1
1966/67,34,1967-02-13,Pritchard,Joe Pritchard,1
1966/67,35,1967-02-17,Yardley,George Yardley,2
1966/67,36,1967-02-24,Robertson,Teddie Robertson,1
1966/67,36,1967-02-24,Yardley,George Yardley,1
1966/67,37,1967-03-04,Yardley,George Yardley,1
1966/67,37,1967-03-04,Hudson,George Hudson,1
1966/67,39,1967-03-17,Yardley,George Yardley,1
1966/67,40,1967-03-24,Pritchard,Joe Pritchard,1
1966/67,41,1967-03-25,King J,Johnny King,1
1966/67,41,1967-03-25,Yardley,George Yardley,1
1966/67,43,1967-03-31,Stevens,Dennis Stevens,1
1966/67,44,1967-04-08,Storton S,Stan Storton,1
1966/67,45,1967-04-11,Hudson,George Hudson,1
1966/67,45,1967-04-11,Sinclair,Roy Sinclair,1
1966/67,46,1967-04-14,Yardley,George Yardley,2
1966/67,46,1967-04-14,Hudson,George Hudson,1
1966/67,47,1967-04-21,Pritchard,Joe Pritchard,1
1966/67,48,1967-04-24,King A,Alan King,1
1966/67,48,1967-04-24,Yardley,George Yardley,1
1966/67,48,1967-04-24,Williams,Graham Williams,1
1966/67,49,1967-04-28,Williams,Graham Williams,1
1966/67,51,1967-05-12,Stevens,Dennis Stevens,1
1966/67,51,1967-05-12,Hudson,George Hudson,1
1966/67,51,1967-05-12,Williams,Graham Williams,1
1966/67,52,1967-05-17,Hudson,George Hudson,1
1966/67,52,1967-05-17,Yardley,George Yardley,1
1966/67,52,1967-05-17,Pritchard,Joe Pritchard,1
1967/68,2,1967-08-23,Pritchard,Joe Pritchard,1
1967/68,2,1967-08-23,Yardley,George Yardley,1
1967/68,3,1967-08-25,Yardley,George Yardley,1
1967/68,4,1967-09-02,Yardley,George Yardley,1
1967/68,5,1967-09-04,Pritchard,Joe Pritchard,2
1967/68,6,1967-09-08,Yardley,George Yardley,4
1967/68,9,1967-09-22,Pritchard,Joe Pritchard,1
1967/68,9,1967-09-22,Yardley,George Yardley,1
1967/68,10,1967-09-27,King A,Alan King,1
1967/68,11,1967-09-29,Casey,Gerry Casey,1
1967/68,11,1967-09-29,Yardley,George Yardley,3
1967/68,12,1967-10-03,Yardley,George Yardley,1
1967/68,13,1967-10-07,Stevens,Dennis Stevens,1
1967/68,13,1967-10-07,Pritchard,Joe Pritchard,1
1967/68,13,1967-10-07,Williams,Graham Williams,1
1967/68,14,1967-10-13,Pritchard,Joe Pritchard,1
1967/68,16,1967-10-23,Yardley,George Yardley,2
1967/68,17,1967-10-27,Yardley,George Yardley,1
1967/68,17,1967-10-27,Beamish,Kenny Beamish,1
1967/68,18,1967-11-04,Williams,Graham Williams,1
1967/68,19,1967-11-10,King A,Alan King,1
1967/68,19,1967-11-10,Pritchard,Joe Pritchard,1
1967/68,19,1967-11-10,Beamish,Kenny Beamish,1
1967/68,20,1967-11-13,Yardley,George Yardley,3
1967/68,21,1967-11-18,Pritchard,Joe Pritchard,1
1967/68,22,1967-11-24,Yardley,George Yardley,1
1967/68,23,1967-12-02,Yardley,George Yardley,1
1967/68,23,1967-12-02,Hudson,George Hudson,2
1967/68,24,1967-12-09,Yardley,George Yardley,1
1967/68,24,1967-12-09,Hudson,George Hudson,3
1967/68,24,1967-12-09,Williams,Graham Williams,1
1967/68,25,1967-12-15,Hudson,George Hudson,2
1967/68,27,1967-12-26,Yardley,George Yardley,1
1967/68,28,1967-12-30,King A,Alan King,1
1967/68,28,1967-12-30,Yardley,George Yardley,1
1967/68,29,1968-01-06,Stevens,Dennis Stevens,1
1967/68,29,1968-01-06,Yardley,George Yardley,1
1967/68,29,1968-01-06,MacNamee,John MacNamee,1
1967/68,30,1968-01-19,King A,Alan King,1
1967/68,30,1968-01-19,MacNamee,John MacNamee,1
1967/68,31,1968-01-27,Beamish,Kenny Beamish,1
1967/68,31,1968-01-27,Williams,Graham Williams,1
1967/68,32,1968-02-02,King A,Alan King,1
1967/68,32,1968-02-02,MacNamee,John MacNamee,1
1967/68,33,1968-02-10,Yardley,George Yardley,1
1967/68,33,1968-02-10,Williams,Graham Williams,1
1967/68,34,1968-02-17,King A,Alan King,1
1967/68,35,1968-02-21,Yardley,George Yardley,1
1967/68,35,1968-02-21,Hudson,George Hudson,1
1967/68,36,1968-02-23,Beamish,Kenny Beamish,1
1967/68,37,1968-03-01,Yardley,George Yardley,1
1967/68,37,1968-03-01,Beamish,Kenny Beamish,1
1967/68,38,1968-03-05,Hill,Mandy Hill,1
1967/68,42,1968-03-22,Smith,Derek Smith,1
1967/68,43,1968-03-25,MacNamee,John MacNamee,1
1967/68,43,1968-03-25,Beamish,Kenny Beamish,1
1967/68,43,1968-03-25,Sinclair,Roy Sinclair,1
1967/68,44,1968-03-29,King A,Alan King,1
1967/68,45,1968-04-06,Pritchard,Joe Pritchard,1
1967/68,48,1968-04-15,Pritchard,Joe Pritchard,1
1967/68,51,1968-04-26,Sinclair,Roy Sinclair,1
1967/68,51,1968-04-26,Pritchard,Joe Pritchard,1
1967/68,52,1968-04-29,Pritchard,Joe Pritchard,1
1967/68,54,1968-05-11,Hudson,George Hudson,1
1968/69,1,1968-08-10,Casey,Gerry Casey,1
1968/69,1,1968-08-10,Yardley,George Yardley,1
1968/69,3,1968-08-17,Yardley,George Yardley,1
1968/69,4,1968-08-21,Casey,Gerry Casey,1
1968/69,4,1968-08-21,Yardley,George Yardley,1
1968/69,5,1968-08-23,Yardley,George Yardley,1
1968/69,6,1968-08-26,Yardley,George Yardley,1
1968/69,7,1968-08-28,Beamish,Kenny Beamish,1
1968/69,7,1968-08-28,Yardley,George Yardley,1
1968/69,8,1968-08-31,Casey,Gerry Casey,1
1968/69,10,1968-09-06,Yardley,George Yardley,2
1968/69,10,1968-09-06,King A,Alan King,1
1968/69,12,1968-09-14,MacNamee,John MacNamee,1
1968/69,15,1968-09-28,Gill,Frank Gill,1
1968/69,15,1968-09-28,King A,Alan King,1
1968/69,16,1968-10-05,Smith,Derek Smith,1
1968/69,16,1968-10-05,Beamish,Kenny Beamish,1
1968/69,16,1968-10-05,Hudson,George Hudson,1
1968/69,17,1968-10-07,Yardley,George Yardley,1
1968/69,17,1968-10-07,MacNamee,John MacNamee,2
1968/69,18,1968-10-11,Smith,Derek Smith,1
1968/69,18,1968-10-11,Yardley,George Yardley,1
1968/69,20,1968-10-19,Hudson,George Hudson,1
1968/69,21,1968-10-25,Smith,Derek Smith,1
1968/69,21,1968-10-25,Beamish,Kenny Beamish,1
1968/69,22,1968-11-02,Hudson,George Hudson,1
1968/69,22,1968-11-02,Sinclair,Roy Sinclair,1
1968/69,23,1968-11-08,Yardley,George Yardley,2
1968/69,23,1968-11-08,Sinclair,Roy Sinclair,1
1968/69,25,1968-11-22,Beamish,Kenny Beamish,1
1968/69,26,1968-11-29,Yardley,George Yardley,2
1968/69,26,1968-11-29,Sinclair,Roy Sinclair,2
1968/69,28,1968-12-20,Hudson,George Hudson,1
1968/69,28,1968-12-20,Beamish,Kenny Beamish,1
1968/69,30,1969-01-04,Casey,Gerry Casey,1
1968/69,30,1969-01-04,Hudson,George Hudson,1
1968/69,30,1969-01-04,Beamish,Kenny Beamish,2
1968/69,31,1969-01-10,Hudson,George Hudson,1
1968/69,32,1969-01-18,Sinclair,Roy Sinclair,1
1968/69,33,1969-01-24,Casey,Gerry Casey,1
1968/69,33,1969-01-24,Pritchard,Joe Pritchard,1
1968/69,33,1969-01-24,Sinclair,Roy Sinclair,1
1968/69,37,1969-03-01,King A,Alan King,1
1968/69,38,1969-03-03,Hudson,George Hudson,1
1968/69,38,1969-03-03,OG,OG,1
1968/69,40,1969-03-11,MacNamee,John MacNamee,1
1968/69,41,1969-03-14,Rowland,John Rowland,1
1968/69,41,1969-03-14,Beamish,Kenny Beamish,1
1968/69,42,1969-03-17,Moorcroft,Dave Moorcroft,1
1968/69,42,1969-03-17,Beamish,Kenny Beamish,1
1968/69,43,1969-03-21,King A,Alan King,1
1968/69,43,1969-03-21,Smith,Derek Smith,1
1968/69,44,1969-03-25,Beamish,Kenny Beamish,1
1968/69,45,1969-03-29,King A,Alan King,1
1968/69,45,1969-03-29,Rowland,John Rowland,1
1968/69,46,1969-04-05,King A,Alan King,1
1968/69,46,1969-04-05,Smith,Derek Smith,2
1968/69,46,1969-04-05,Beamish,Kenny Beamish,3
1968/69,47,1969-04-07,Rowland,John Rowland,1
1968/69,47,1969-04-07,Smith,Derek Smith,2
1968/69,47,1969-04-07,Beamish,Kenny Beamish,1
1968/69,47,1969-04-07,MacNamee,John MacNamee,1
1968/69,49,1969-04-16,Smith,Derek Smith,2
1968/69,52,1969-04-24,MacNamee,John MacNamee,1
1969/70,1,1969-08-09,Yardley,George Yardley,2
1969/70,1,1969-08-09,Smith,Derek Smith,1
1969/70,2,1969-08-13,Beamish,Kenny Beamish,1
1969/70,3,1969-08-16,Yardley,George Yardley,2
1969/70,3,1969-08-16,Smith,Derek Smith,1
1969/70,4,1969-08-23,Beamish,Kenny Beamish,1
1969/70,4,1969-08-23,Pritchard,Joe Pritchard,1
1969/70,4,1969-08-23,Yardley,George Yardley,1
1969/70,5,1969-08-27,MacNamee,John MacNamee,1
1969/70,6,1969-08-30,Yardley,George Yardley,1
1969/70,7,1969-09-03,Yardley,George Yardley,1
1969/70,7,1969-09-03,Smith,Derek Smith,1
1969/70,8,1969-09-06,King A,Alan King,1
1969/70,9,1969-09-13,Smith,Derek Smith,1
1969/70,11,1969-09-20,Yardley,George Yardley,3
1969/70,15,1969-10-04,Yardley,George Yardley,1
1969/70,16,1969-10-06,Yardley,George Yardley,1
1969/70,16,1969-10-06,Smith,Derek Smith,1
1969/70,16,1969-10-06,MacNamee,John MacNamee,2
1969/70,16,1969-10-06,OG,OG,1
1969/70,19,1969-10-25,King A,Alan King,1
1969/70,19,1969-10-25,Beamish,Kenny Beamish,1
1969/70,20,1969-11-01,Smith,Derek Smith,1
1969/70,20,1969-11-01,Beamish,Kenny Beamish,1
1969/70,21,1969-11-08,Storton S,Stan Storton,1
1969/70,21,1969-11-08,Smith,Derek Smith,1
1969/70,22,1969-11-15,Beamish,Kenny Beamish,1
1969/70,22,1969-11-15,Yardley,George Yardley,2
1969/70,23,1969-11-22,Beamish,Kenny Beamish,1
1969/70,23,1969-11-22,Smith,Derek Smith,1
1969/70,24,1969-11-24,Smith,Derek Smith,1
1969/70,26,1969-12-06,Beamish,Kenny Beamish,1
1969/70,26,1969-12-06,Scott,George Scott,1
1969/70,27,1969-12-08,Brodie,Eric Brodie,1
1969/70,27,1969-12-08,Scott,George Scott,1
1969/70,27,1969-12-08,Smith,Derek Smith,1
1969/70,28,1969-12-13,Smith,Derek Smith,1
1969/70,29,1969-12-20,Smith,Derek Smith,1
1969/70,29,1969-12-20,Beamish,Kenny Beamish,1
1969/70,31,1970-01-03,Beamish,Kenny Beamish,1
1969/70,31,1970-01-03,MacNamee,John MacNamee,1
1969/70,35,1970-01-27,Smith,Derek Smith,1
1969/70,38,1970-02-25,Yardley,George Yardley,1
1969/70,39,1970-02-28,King A,Alan King,1
1969/70,41,1970-03-06,Beamish,Kenny Beamish,1
1969/70,43,1970-03-16,King A,Alan King,1
1969/70,44,1970-03-21,Pritchard,Joe Pritchard,1
1969/70,44,1970-03-21,Beamish,Kenny Beamish,1
1969/70,44,1970-03-21,Yardley,George Yardley,1
1969/70,46,1970-03-28,King A,Alan King,1
1969/70,47,1970-03-31,Yardley,George Yardley,1
1969/70,48,1970-04-03,Yardley,George Yardley,1
1969/70,49,1970-04-06,King A,Alan King,1
1969/70,49,1970-04-06,Hinch,Jimmy Hinch,1
1969/70,49,1970-04-06,Gill,Frank Gill,1
1969/70,50,1970-04-08,Knapp,Tony Knapp,1
1969/70,51,1970-04-14,Yardley,George Yardley,1
1969/70,52,1970-04-17,Beamish,Kenny Beamish,1
