season,game_no,game_date,disam_name,player_name,goals_scored
1937/38,10,1937-10-09,Duff,Stanley Duff,1
1937/38,11,1937-10-16,Waring,Pongo Waring,1
1937/38,12,1937-10-23,Waring,Pongo Waring,1
1937/38,13,1937-10-30,Eden,Billy Eden,1
1937/38,13,1937-10-30,Waring,Pongo Waring,1
1937/38,14,1937-11-06,Clark,Archie Clark,1
1937/38,14,1937-11-06,Cassidy,James Cassidy,1
1937/38,16,1937-11-20,Waring,Pongo Waring,1
1937/38,16,1937-11-20,Buckley,Ted Buckley,1
1937/38,16,1937-11-20,King,Herbert King,1
1937/38,17,1937-11-27,Buckley,Ted Buckley,1
1937/38,17,1937-11-27,Duff,Stanley Duff,1
1937/38,18,1937-12-04,Dellow,Ronnie Dellow,2
1937/38,18,1937-12-04,Waring,Pongo Waring,1
1937/38,18,1937-12-04,Buckley,Ted Buckley,1
1937/38,19,1937-12-11,Dellow,Ronnie Dellow,1
1937/38,19,1937-12-11,Waring,Pongo Waring,1
1937/38,19,1937-12-11,Buckley,Ted Buckley,1
1937/38,20,1937-12-18,Wassell,Gilbert Wassell,1
1937/38,20,1937-12-18,Buckley,Ted Buckley,1
1937/38,20,1937-12-18,Eden,Billy Eden,1
1937/38,21,1937-12-25,Wassell,Gilbert Wassell,1
1937/38,21,1937-12-25,Buckley,Ted Buckley,1
1937/38,21,1937-12-25,King,Herbert King,1
1937/38,22,1937-12-27,Buckley,Ted Buckley,1
1937/38,22,1937-12-27,King,Herbert King,1
1937/38,24,1938-01-08,Dellow,Ronnie Dellow,1
1937/38,25,1938-01-12,Dellow,Ronnie Dellow,1
1937/38,25,1938-01-12,Waring,Pongo Waring,2
1937/38,26,1938-01-15,Waring,Pongo Waring,1
1937/38,27,1938-01-22,Dellow,Ronnie Dellow,1
1937/38,27,1938-01-22,Jones,Ossie Jones,1
1937/38,27,1938-01-22,King,Herbert King,1
1937/38,27,1938-01-22,Eden,Billy Eden,1
1937/38,27,1938-01-22,OG,OG,1
1937/38,29,1938-02-05,Waring,Pongo Waring,1
1937/38,29,1938-02-05,Jones,Ossie Jones,1
1937/38,30,1938-02-12,Buckley,Ted Buckley,1
1937/38,32,1938-02-26,Waring,Pongo Waring,2
1937/38,32,1938-02-26,Davis,Thomas Davis,2
1937/38,33,1938-03-05,Dellow,Ronnie Dellow,1
1937/38,34,1938-03-12,Waring,Pongo Waring,1
1937/38,36,1938-03-26,Davis,Thomas Davis,1
1937/38,36,1938-03-26,Cassidy,James Cassidy,1
1937/38,37,1938-04-02,Waring,Pongo Waring,1
1937/38,37,1938-04-02,Eden,Billy Eden,1
1937/38,38,1938-04-09,Dellow,Ronnie Dellow,2
1937/38,38,1938-04-09,Eden,Billy Eden,1
1937/38,39,1938-04-15,Jones,Ossie Jones,1
1937/38,39,1938-04-15,Waring,Pongo Waring,1
1937/38,39,1938-04-15,Cassidy,James Cassidy,1
1937/38,40,1938-04-16,Dellow,Ronnie Dellow,1
1937/38,40,1938-04-16,Jones,Ossie Jones,1
1937/38,41,1938-04-18,Davis,Thomas Davis,2
1937/38,41,1938-04-18,Waring,Pongo Waring,2
1937/38,41,1938-04-18,Cassidy,James Cassidy,1
1937/38,41,1938-04-18,Eden,Billy Eden,2
1937/38,42,1938-04-23,Davis,Thomas Davis,1
1937/38,42,1938-04-23,Waring,Pongo Waring,1
1937/38,43,1938-04-30,Eden,Billy Eden,1
1937/38,44,1938-05-02,Eden,Billy Eden,1
1937/38,45,1938-05-07,Dellow,Ronnie Dellow,1
1938/39,1,1938-08-27,Hamilton,Duke Hamilton,1
1938/39,1,1938-08-27,Dellow,Ronnie Dellow,1
1938/39,2,1938-08-29,Waring,Pongo Waring,2
1938/39,5,1938-09-17,Waring,Pongo Waring,1
1938/39,5,1938-09-17,Buckley,Ted Buckley,1
1938/39,5,1938-09-17,OG,OG,1
1938/39,7,1938-09-24,Waring,Pongo Waring,1
1938/39,8,1938-10-01,Waring,Pongo Waring,1
1938/39,10,1938-10-15,Buckley,Ted Buckley,1
1938/39,11,1938-10-22,Cassidy,James Cassidy,1
1938/39,11,1938-10-22,Docking,Stan Docking,2
1938/39,12,1938-10-29,Buckley,Ted Buckley,1
1938/39,13,1938-11-05,Cassidy,James Cassidy,1
1938/39,13,1938-11-05,Docking,Stan Docking,1
1938/39,14,1938-11-12,Dellow,Ronnie Dellow,1
1938/39,16,1938-11-26,Griffiths,James Griffiths,1
1938/39,19,1938-12-17,Roy,Jack Roy,1
1938/39,20,1938-12-24,Dellow,Ronnie Dellow,1
1938/39,21,1938-12-26,Travis,Harry Travis,1
1938/39,21,1938-12-26,Docking,Stan Docking,2
1938/39,22,1938-12-27,Miller,William Miller,1
1938/39,22,1938-12-27,Docking,Stan Docking,1
1938/39,24,1939-01-02,Buckley,Ted Buckley,1
1938/39,24,1939-01-02,Roy,Jack Roy,1
1938/39,26,1939-01-14,Docking,Stan Docking,1
1938/39,28,1939-01-28,Buckley,Ted Buckley,2
1938/39,29,1939-02-04,Eden,Billy Eden,1
1938/39,29,1939-02-04,Cassidy,James Cassidy,1
1938/39,33,1939-03-04,Travis,Harry Travis,1
1938/39,35,1939-03-18,Eden,Billy Eden,1
1938/39,35,1939-03-18,Travis,Harry Travis,1
1938/39,38,1939-04-07,Eden,Billy Eden,2
1938/39,39,1939-04-08,Thomas,Robert Thomas,1
1938/39,43,1939-04-29,Kearns,Jack Kearns,1
1945/46,1,1945-11-17,Rosenthal,Abe Rosenthal,1
1945/46,2,1945-11-24,Ashcroft,Llew Ashcroft,2
1945/46,2,1945-11-24,Rosenthal,Abe Rosenthal,2
1945/46,2,1945-11-24,Atkinson,Harold Atkinson,1
1945/46,2,1945-11-24,Williamson S,Stewie Williamson,1
1945/46,3,1945-12-08,Atkinson,Harold Atkinson,1
1945/46,3,1945-12-08,Bell,Harold Bell,1
1945/46,3,1945-12-08,Rosenthal,Abe Rosenthal,1
1946/47,1,1946-08-31,Atkinson,Harold Atkinson,1
1946/47,2,1946-09-03,Bell,Harold Bell,1
1946/47,2,1946-09-03,Atkinson,Harold Atkinson,1
1946/47,3,1946-09-07,Bridges,Harold Bridges,1
1946/47,4,1946-09-14,Ashcroft,Llew Ashcroft,1
1946/47,4,1946-09-14,Williamson J,James Williamson,1
1946/47,5,1946-09-18,Atkinson,Harold Atkinson,2
1946/47,5,1946-09-18,Williamson J,James Williamson,1
1946/47,6,1946-09-21,Williamson J,James Williamson,1
1946/47,7,1946-09-28,Atkinson,Harold Atkinson,2
1946/47,8,1946-10-05,Burns,Kinear Burns,1
1946/47,9,1946-10-12,OG,OG,1
1946/47,10,1946-10-19,Burns,Kinear Burns,1
1946/47,10,1946-10-19,Atkinson,Harold Atkinson,1
1946/47,14,1946-11-16,Harlock,Des Harlock,1
1946/47,14,1946-11-16,Atkinson,Harold Atkinson,2
1946/47,14,1946-11-16,Jones,Benny Jones,1
1946/47,15,1946-11-23,Rosenthal,Abe Rosenthal,1
1946/47,15,1946-11-23,Jones,Benny Jones,1
1946/47,17,1946-12-07,Harlock,Des Harlock,1
1946/47,18,1946-12-14,Salmon,Ten Salmon,1
1946/47,18,1946-12-14,Jones,Benny Jones,1
1946/47,19,1946-12-21,Burns,Kinear Burns,1
1946/47,19,1946-12-21,Atkinson,Harold Atkinson,1
1946/47,19,1946-12-21,Rosenthal,Abe Rosenthal,1
1946/47,20,1946-12-25,Burns,Kinear Burns,1
1946/47,20,1946-12-25,Atkinson,Harold Atkinson,3
1946/47,20,1946-12-25,Jones,Benny Jones,1
1946/47,21,1946-12-26,Rosenthal,Abe Rosenthal,1
1946/47,23,1947-01-01,Jones,Benny Jones,1
1946/47,23,1947-01-01,Rice,Ron Rice,1
1946/47,24,1947-01-04,Jones,Benny Jones,2
1946/47,24,1947-01-04,Birmingham,Charles Birmingham,1
1946/47,25,1947-01-11,Jones,Benny Jones,1
1946/47,26,1947-01-18,Atkinson,Harold Atkinson,1
1946/47,27,1947-01-25,Atkinson,Harold Atkinson,2
1946/47,27,1947-01-25,Alexander,Alex Alexander,1
1946/47,28,1947-02-01,Rosenthal,Abe Rosenthal,2
1946/47,29,1947-02-15,Jones,Benny Jones,1
1946/47,30,1947-03-01,Ashcroft,Llew Ashcroft,3
1946/47,31,1947-03-15,Atkinson,Harold Atkinson,1
1946/47,31,1947-03-15,Jones,Benny Jones,1
1946/47,32,1947-03-22,Atkinson,Harold Atkinson,1
1946/47,32,1947-03-22,Rosenthal,Abe Rosenthal,1
1946/47,34,1947-04-05,Atkinson,Harold Atkinson,1
1946/47,35,1947-04-07,Atkinson,Harold Atkinson,2
1946/47,35,1947-04-07,Rosenthal,Abe Rosenthal,1
1946/47,35,1947-04-07,Jones,Benny Jones,1
1946/47,37,1947-04-19,Jones,Benny Jones,1
1946/47,37,1947-04-19,Cartwright,William Cartwright,1
1946/47,38,1947-04-26,Atkinson,Harold Atkinson,1
1946/47,39,1947-05-03,Cox,Alan Cox,1
1946/47,39,1947-05-03,Rosenthal,Abe Rosenthal,1
1946/47,39,1947-05-03,Jones,Benny Jones,1
1946/47,41,1947-05-24,Jones,Benny Jones,1
1947/48,1,1947-08-23,Curran,Frank Curran,1
1947/48,1,1947-08-23,Jones,Benny Jones,1
1947/48,2,1947-08-27,Jones,Benny Jones,1
1947/48,3,1947-08-30,Atkinson,Harold Atkinson,1
1947/48,3,1947-08-30,Jones,Benny Jones,1
1947/48,4,1947-09-02,Atkinson,Harold Atkinson,1
1947/48,5,1947-09-06,Atkinson,Harold Atkinson,2
1947/48,5,1947-09-06,Curran,Frank Curran,1
1947/48,6,1947-09-09,Harlock,Des Harlock,1
1947/48,6,1947-09-09,Atkinson,Harold Atkinson,1
1947/48,6,1947-09-09,Curran,Frank Curran,1
1947/48,7,1947-09-13,Alldis,Gillie Alldis,1
1947/48,7,1947-09-13,Atkinson,Harold Atkinson,2
1947/48,7,1947-09-13,Leeming,Cliff Leeming,1
1947/48,8,1947-09-20,Jones,Benny Jones,1
1947/48,9,1947-09-27,Harlock,Des Harlock,1
1947/48,11,1947-10-11,Harlock,Des Harlock,1
1947/48,11,1947-10-11,Lamb,Harry Lamb,1
1947/48,11,1947-10-11,Bridges,Harold Bridges,1
1947/48,11,1947-10-11,Jones,Benny Jones,1
1947/48,12,1947-10-18,Bridges,Harold Bridges,1
1947/48,14,1947-11-01,Curran,Frank Curran,2
1947/48,16,1947-11-15,Curran,Frank Curran,1
1947/48,16,1947-11-15,Bridges,Harold Bridges,1
1947/48,18,1947-11-29,Harlock,Des Harlock,1
1947/48,18,1947-11-29,Bridges,Harold Bridges,1
1947/48,19,1947-12-06,Bridges,Harold Bridges,1
1947/48,19,1947-12-06,Leeming,Cliff Leeming,1
1947/48,21,1947-12-20,Atkinson,Harold Atkinson,1
1947/48,21,1947-12-20,Curran,Frank Curran,1
1947/48,23,1947-12-27,Connor,John Connor,1
1947/48,23,1947-12-27,Atkinson,Harold Atkinson,1
1947/48,23,1947-12-27,Bridges,Harold Bridges,1
1947/48,26,1948-01-10,Lamb,Harry Lamb,1
1947/48,26,1948-01-10,OG,OG,1
1947/48,28,1948-01-24,Lamb,Harry Lamb,1
1947/48,28,1948-01-24,Atkinson,Harold Atkinson,1
1947/48,28,1948-01-24,Bridges,Harold Bridges,2
1947/48,29,1948-01-31,Harlock,Des Harlock,1
1947/48,29,1948-01-31,Atkinson,Harold Atkinson,1
1947/48,30,1948-02-07,Bridges,Harold Bridges,1
1947/48,31,1948-02-14,Lamb,Harry Lamb,1
1947/48,31,1948-02-14,Atkinson,Harold Atkinson,1
1947/48,32,1948-02-21,Atkinson,Harold Atkinson,2
1947/48,33,1948-02-28,Lamb,Harry Lamb,2
1947/48,38,1948-03-27,Atkinson,Harold Atkinson,2
1947/48,40,1948-04-03,Alexander,Alex Alexander,1
1947/48,41,1948-04-10,Cox,Alan Cox,1
1947/48,44,1948-05-01,Connor,John Connor,1
1948/49,1,1948-08-21,Atkinson,Harold Atkinson,1
1948/49,4,1948-08-31,Lamb,Harry Lamb,1
1948/49,4,1948-08-31,Atkinson,Harold Atkinson,1
1948/49,5,1948-09-04,Atkinson,Harold Atkinson,1
1948/49,5,1948-09-04,Alexander,Alex Alexander,1
1948/49,6,1948-09-08,Jack,Andrew Jack,2
1948/49,6,1948-09-08,Williamson,Stewie Williamson,1
1948/49,7,1948-09-11,Jack,Andrew Jack,1
1948/49,7,1948-09-11,Williamson,Stewie Williamson,1
1948/49,8,1948-09-14,Williamson,Stewie Williamson,1
1948/49,10,1948-09-25,Lamb,Harry Lamb,1
1948/49,12,1948-10-09,Atkinson,Harold Atkinson,1
1948/49,12,1948-10-09,Williamson,Stewie Williamson,1
1948/49,13,1948-10-16,Williamson,Stewie Williamson,1
1948/49,16,1948-11-06,Williamson,Stewie Williamson,1
1948/49,17,1948-11-13,Atkinson,Harold Atkinson,1
1948/49,17,1948-11-13,OG,OG,1
1948/49,18,1948-11-20,Gould,Harry Gould,2
1948/49,18,1948-11-20,Alldis,Gillie Alldis,1
1948/49,19,1948-11-27,Gould,Harry Gould,1
1948/49,20,1948-12-04,McBennett,Seamus McBennett,1
1948/49,20,1948-12-04,Pollard,James Pollard,1
1948/49,21,1948-12-25,Barrie,John Barrie,1
1948/49,22,1948-12-27,Bainbridge,Bill Bainbridge,1
1948/49,22,1948-12-27,OG,OG,1
1948/49,23,1949-01-01,Bainbridge,Bill Bainbridge,1
1948/49,23,1949-01-01,Eastham,Harry Eastham,1
1948/49,24,1949-01-15,Barrie,John Barrie,1
1948/49,24,1949-01-15,Atkinson,Harold Atkinson,1
1948/49,25,1949-01-22,Bainbridge,Bill Bainbridge,1
1948/49,27,1949-02-05,Bainbridge,Bill Bainbridge,1
1948/49,30,1949-02-26,Kieran,Len Kieran,1
1948/49,30,1949-02-26,Alldis,Gillie Alldis,1
1948/49,31,1949-03-12,Bainbridge,Bill Bainbridge,1
1948/49,31,1949-03-12,Atkinson,Harold Atkinson,2
1948/49,32,1949-03-19,Atkinson,Harold Atkinson,1
1948/49,32,1949-03-19,Alldis,Gillie Alldis,1
1948/49,36,1949-04-09,Atkinson,Harold Atkinson,2
1948/49,38,1949-04-16,Connor,John Connor,1
1948/49,41,1949-04-28,Bainbridge,Bill Bainbridge,1
1948/49,41,1949-04-28,Barrie,John Barrie,1
1948/49,42,1949-05-02,Bainbridge,Bill Bainbridge,1
1948/49,43,1949-05-07,Williamson,Stewie Williamson,1
1949/50,2,1949-08-23,Bainbridge,Bill Bainbridge,2
1949/50,3,1949-08-27,Bainbridge,Bill Bainbridge,1
1949/50,3,1949-08-27,McKay,James McKay,1
1949/50,4,1949-08-30,Bainbridge,Bill Bainbridge,2
1949/50,5,1949-09-03,Eastham,Harry Eastham,1
1949/50,7,1949-09-10,Atkinson,Harold Atkinson,1
1949/50,8,1949-09-17,Williamson,Stewie Williamson,2
1949/50,10,1949-10-01,Eastham,Harry Eastham,1
1949/50,10,1949-10-01,Wood,Archie Wood,1
1949/50,11,1949-10-08,Bainbridge,Bill Bainbridge,1
1949/50,12,1949-10-15,Bainbridge,Bill Bainbridge,1
1949/50,13,1949-10-22,Harlock,Des Harlock,1
1949/50,13,1949-10-22,Bainbridge,Bill Bainbridge,1
1949/50,13,1949-10-22,Atkinson,Harold Atkinson,1
1949/50,13,1949-10-22,Wood,Archie Wood,1
1949/50,14,1949-10-29,Bainbridge,Bill Bainbridge,1
1949/50,14,1949-10-29,Wood,Archie Wood,1
1949/50,15,1949-11-05,Atkinson,Harold Atkinson,1
1949/50,16,1949-11-12,Harlock,Des Harlock,1
1949/50,16,1949-11-12,Bainbridge,Bill Bainbridge,1
1949/50,17,1949-11-26,Wheeler,Johnny Wheeler,1
1949/50,17,1949-11-26,Wood,Archie Wood,1
1949/50,20,1949-12-17,Lamb,Harry Lamb,1
1949/50,20,1949-12-17,Bainbridge,Bill Bainbridge,1
1949/50,22,1949-12-26,Williamson,Stewie Williamson,1
1949/50,25,1950-01-14,Wheeler,Johnny Wheeler,1
1949/50,25,1950-01-14,Lamb,Harry Lamb,1
1949/50,25,1950-01-14,Wood,Archie Wood,2
1949/50,27,1950-01-28,Bainbridge,Bill Bainbridge,1
1949/50,29,1950-02-11,Atkinson,Harold Atkinson,2
1949/50,29,1950-02-11,Rosenthal,Abe Rosenthal,1
1949/50,30,1950-02-18,OG,OG,1
1949/50,31,1950-02-25,Wheeler,Johnny Wheeler,1
1949/50,31,1950-02-25,Bainbridge,Bill Bainbridge,1
1949/50,32,1950-03-04,Williamson,Stewie Williamson,1
1949/50,33,1950-03-11,Williamson,Stewie Williamson,1
1949/50,35,1950-03-25,Bainbridge,Bill Bainbridge,1
1949/50,35,1950-03-25,OG,OG,1
1949/50,36,1950-04-01,Rosenthal,Abe Rosenthal,1
1949/50,38,1950-04-08,Bainbridge,Bill Bainbridge,1
1949/50,38,1950-04-08,Atkinson,Harold Atkinson,1
1949/50,39,1950-04-10,Bainbridge,Bill Bainbridge,1
1949/50,39,1950-04-10,Rosenthal,Abe Rosenthal,1
1949/50,41,1950-04-22,Harlock,Des Harlock,1
1949/50,41,1950-04-22,Bainbridge,Bill Bainbridge,1
1949/50,42,1950-04-26,Bainbridge,Bill Bainbridge,2
1949/50,43,1950-05-03,Atkinson,Harold Atkinson,1
1950/51,1,1950-08-19,Wheeler,Johnny Wheeler,1
1950/51,1,1950-08-19,Bainbridge,Bill Bainbridge,2
1950/51,1,1950-08-19,Rosenthal,Abe Rosenthal,4
1950/51,2,1950-08-23,Bainbridge,Bill Bainbridge,1
1950/51,2,1950-08-23,Rosenthal,Abe Rosenthal,1
1950/51,3,1950-08-26,Bainbridge,Bill Bainbridge,1
1950/51,4,1950-08-29,Rosenthal,Abe Rosenthal,1
1950/51,4,1950-08-29,Iceton,Lloyd Iceton,2
1950/51,5,1950-09-02,Eastham,Harry Eastham,1
1950/51,6,1950-09-04,Harlock,Des Harlock,1
1950/51,6,1950-09-04,Iceton,Lloyd Iceton,1
1950/51,7,1950-09-09,Bainbridge,Bill Bainbridge,1
1950/51,8,1950-09-12,Bainbridge,Bill Bainbridge,1
1950/51,8,1950-09-12,Iceton,Lloyd Iceton,1
1950/51,9,1950-09-16,Wheeler,Johnny Wheeler,1
1950/51,10,1950-09-19,Rosenthal,Abe Rosenthal,2
1950/51,11,1950-09-23,Wheeler,Johnny Wheeler,1
1950/51,11,1950-09-23,Bainbridge,Bill Bainbridge,1
1950/51,12,1950-09-30,Wheeler,Johnny Wheeler,1
1950/51,12,1950-09-30,Rosenthal,Abe Rosenthal,1
1950/51,12,1950-09-30,Williamson,Stewie Williamson,2
1950/51,13,1950-10-07,Rosenthal,Abe Rosenthal,1
1950/51,14,1950-10-14,Rosenthal,Abe Rosenthal,1
1950/51,15,1950-10-21,Wheeler,Johnny Wheeler,1
1950/51,15,1950-10-21,Rosenthal,Abe Rosenthal,1
1950/51,17,1950-11-04,Bell,Harold Bell,1
1950/51,17,1950-11-04,Wheeler,Johnny Wheeler,1
1950/51,17,1950-11-04,Rosenthal,Abe Rosenthal,1
1950/51,18,1950-11-11,Harlock,Des Harlock,1
1950/51,18,1950-11-11,Wheeler,Johnny Wheeler,1
1950/51,18,1950-11-11,Rosenthal,Abe Rosenthal,1
1950/51,19,1950-11-18,Kieran,Len Kieran,1
1950/51,20,1950-11-25,Wheeler,Johnny Wheeler,1
1950/51,20,1950-11-25,Williamson,Stewie Williamson,1
1950/51,20,1950-11-25,Bainbridge,Bill Bainbridge,1
1950/51,20,1950-11-25,Iceton,Lloyd Iceton,2
1950/51,22,1950-12-09,Bainbridge,Bill Bainbridge,1
1950/51,23,1950-12-23,Bainbridge,Bill Bainbridge,1
1950/51,23,1950-12-23,Doonan,Tom Doonan,1
1950/51,24,1950-12-26,Bainbridge,Bill Bainbridge,1
1950/51,24,1950-12-26,Doonan,Tom Doonan,1
1950/51,24,1950-12-26,Williamson,Stewie Williamson,1
1950/51,25,1951-01-10,Bainbridge,Bill Bainbridge,1
1950/51,26,1951-01-13,Harlock,Des Harlock,2
1950/51,26,1951-01-13,Bainbridge,Bill Bainbridge,1
1950/51,26,1951-01-13,Williamson,Stewie Williamson,1
1950/51,27,1951-01-20,Harlock,Des Harlock,1
1950/51,27,1951-01-20,Bainbridge,Bill Bainbridge,2
1950/51,27,1951-01-20,Eastham,Harry Eastham,1
1950/51,28,1951-02-03,Bainbridge,Bill Bainbridge,1
1950/51,29,1951-02-10,Rosenthal,Abe Rosenthal,1
1950/51,30,1951-02-17,Williamson,Stewie Williamson,1
1950/51,31,1951-02-24,Harlock,Des Harlock,1
1950/51,31,1951-02-24,Bainbridge,Bill Bainbridge,1
1950/51,31,1951-02-24,Dillon,Vince Dillon,1
1950/51,33,1951-03-07,Bainbridge,Bill Bainbridge,2
1950/51,35,1951-03-17,Kieran,Len Kieran,1
1950/51,36,1951-03-23,Dillon,Vince Dillon,1
1950/51,37,1951-03-24,Rosenthal,Abe Rosenthal,2
1950/51,38,1951-03-26,Dillon,Vince Dillon,1
1950/51,39,1951-03-31,Dillon,Vince Dillon,1
1950/51,39,1951-03-31,Iceton,Lloyd Iceton,1
1950/51,39,1951-03-31,OG,OG,1
1950/51,40,1951-04-07,Eastham,Harry Eastham,1
1950/51,40,1951-04-07,Dillon,Vince Dillon,2
1950/51,41,1951-04-10,Millington,Ralph Millington,1
1950/51,41,1951-04-10,Eastham,Harry Eastham,1
1950/51,41,1951-04-10,Iceton,Lloyd Iceton,1
1950/51,42,1951-04-14,Rosenthal,Abe Rosenthal,1
1950/51,43,1951-04-17,Eastham,Harry Eastham,1
1950/51,44,1951-04-21,Dillon,Vince Dillon,2
1950/51,46,1951-04-28,Dillon,Vince Dillon,1
1950/51,47,1951-05-02,Kieran,Len Kieran,1
1950/51,47,1951-05-02,Harlock,Des Harlock,1
1950/51,48,1951-05-05,Bell,Harold Bell,1
1951/52,1,1951-08-18,Tilston,Tommy Tilston,2
1951/52,1,1951-08-18,Bainbridge,Bill Bainbridge,1
1951/52,1,1951-08-18,Rosenthal,Abe Rosenthal,1
1951/52,2,1951-08-20,Tilston,Tommy Tilston,1
1951/52,4,1951-08-28,Bainbridge,Bill Bainbridge,2
1951/52,5,1951-09-01,Bell,Harold Bell,1
1951/52,5,1951-09-01,Williamson,Stewie Williamson,1
1951/52,5,1951-09-01,Tilston,Tommy Tilston,1
1951/52,6,1951-09-05,Tilston,Tommy Tilston,1
1951/52,7,1951-09-08,Williamson,Stewie Williamson,1
1951/52,8,1951-09-11,Tilston,Tommy Tilston,1
1951/52,8,1951-09-11,Rosenthal,Abe Rosenthal,1
1951/52,8,1951-09-11,OG,OG,1
1951/52,9,1951-09-15,Williamson,Stewie Williamson,1
1951/52,11,1951-09-29,Tilston,Tommy Tilston,1
1951/52,11,1951-09-29,Atkinson,Harold Atkinson,1
1951/52,11,1951-09-29,Eastham,Harry Eastham,1
1951/52,13,1951-10-13,Tilston,Tommy Tilston,2
1951/52,13,1951-10-13,Atkinson,Harold Atkinson,1
1951/52,14,1951-10-20,Atkinson,Harold Atkinson,1
1951/52,15,1951-10-27,Dillon,Vince Dillon,1
1951/52,17,1951-11-10,Tilston,Tommy Tilston,1
1951/52,18,1951-11-17,Dillon,Vince Dillon,2
1951/52,19,1951-11-24,Atkinson,Harold Atkinson,3
1951/52,19,1951-11-24,Iceton,Lloyd Iceton,1
1951/52,21,1951-12-08,Bainbridge,Bill Bainbridge,1
1951/52,21,1951-12-08,Iceton,Lloyd Iceton,1
1951/52,22,1951-12-15,OG,OG,1
1951/52,23,1951-12-19,Atkinson,Harold Atkinson,1
1951/52,25,1951-12-25,Davies,Ray Davies,1
1951/52,25,1951-12-25,Atkinson,Harold Atkinson,2
1951/52,27,1951-12-29,Davies,Ray Davies,1
1951/52,27,1951-12-29,Tilston,Tommy Tilston,1
1951/52,28,1952-01-01,Gibson,William Gibson,1
1951/52,28,1952-01-01,Rosenthal,Abe Rosenthal,1
1951/52,29,1952-01-03,Rosenthal,Abe Rosenthal,2
1951/52,30,1952-01-05,Bainbridge,Bill Bainbridge,1
1951/52,30,1952-01-05,Tilston,Tommy Tilston,3
1951/52,30,1952-01-05,Iceton,Lloyd Iceton,1
1951/52,31,1952-01-07,Williams R,Ray Williams,1
1951/52,31,1952-01-07,Bainbridge,Bill Bainbridge,1
1951/52,31,1952-01-07,Tilston,Tommy Tilston,2
1951/52,31,1952-01-07,Rosenthal,Abe Rosenthal,1
1951/52,32,1952-01-12,Tilston,Tommy Tilston,1
1951/52,32,1952-01-12,Rosenthal,Abe Rosenthal,1
1951/52,33,1952-01-19,Bainbridge,Bill Bainbridge,1
1951/52,35,1952-01-26,Williamson,Stewie Williamson,1
1951/52,35,1952-01-26,Bainbridge,Bill Bainbridge,2
1951/52,35,1952-01-26,Tilston,Tommy Tilston,1
1951/52,35,1952-01-26,McDevitt,Kenny McDevitt,1
1951/52,37,1952-02-06,McDevitt,Kenny McDevitt,1
1951/52,37,1952-02-06,Iceton,Lloyd Iceton,2
1951/52,38,1952-02-09,Bainbridge,Bill Bainbridge,1
1951/52,38,1952-02-09,Atkinson,Harold Atkinson,1
1951/52,39,1952-02-16,Atkinson,Harold Atkinson,2
1951/52,41,1952-03-01,Dillon,Vince Dillon,1
1951/52,42,1952-03-08,Bainbridge,Bill Bainbridge,1
1951/52,42,1952-03-08,Atkinson,Harold Atkinson,1
1951/52,43,1952-03-15,Atkinson,Harold Atkinson,2
1951/52,43,1952-03-15,McDevitt,Kenny McDevitt,1
1951/52,44,1952-03-22,Bainbridge,Bill Bainbridge,1
1951/52,46,1952-04-05,Davies,Ray Davies,2
1951/52,46,1952-04-05,Eastham,Harry Eastham,1
1951/52,46,1952-04-05,Atkinson,Harold Atkinson,1
1951/52,47,1952-04-11,Davies,Ray Davies,3
1951/52,48,1952-04-12,McDevitt,Kenny McDevitt,1
1951/52,50,1952-04-19,Davies,Ray Davies,1
1951/52,50,1952-04-19,Dillon,Vince Dillon,2
1951/52,51,1952-04-22,Dillon,Vince Dillon,2
1951/52,51,1952-04-22,Iceton,Lloyd Iceton,1
1951/52,53,1952-04-30,Bainbridge,Bill Bainbridge,1
1952/53,4,1952-09-02,Atkinson,Harold Atkinson,1
1952/53,7,1952-09-13,Eastham,Harry Eastham,1
1952/53,7,1952-09-13,Iceton,Lloyd Iceton,1
1952/53,8,1952-09-16,Davies,Ray Davies,2
1952/53,8,1952-09-16,Lamb,Harry Lamb,1
1952/53,8,1952-09-16,Done,Cyril Done,1
1952/53,9,1952-09-20,Done,Cyril Done,3
1952/53,10,1952-09-22,Lamb,Harry Lamb,1
1952/53,11,1952-09-27,Davies,Ray Davies,1
1952/53,11,1952-09-27,OG,OG,1
1952/53,12,1952-10-01,Done,Cyril Done,1
1952/53,13,1952-10-04,Mycock,Tom Mycock,1
1952/53,14,1952-10-11,Davies,Ray Davies,1
1952/53,14,1952-10-11,Iceton,Lloyd Iceton,1
1952/53,16,1952-10-25,McDevitt,Kenny McDevitt,2
1952/53,17,1952-11-01,McDevitt,Kenny McDevitt,1
1952/53,17,1952-11-01,Done,Cyril Done,1
1952/53,17,1952-11-01,Iceton,Lloyd Iceton,1
1952/53,19,1952-11-15,Davies,Ray Davies,1
1952/53,19,1952-11-15,Atkinson,Harold Atkinson,2
1952/53,19,1952-11-15,McDevitt,Kenny McDevitt,1
1952/53,19,1952-11-15,Iceton,Lloyd Iceton,1
1952/53,20,1952-11-22,Atkinson,Harold Atkinson,6
1952/53,20,1952-11-22,Done,Cyril Done,2
1952/53,22,1952-12-06,Done,Cyril Done,2
1952/53,23,1952-12-13,Williams R,Ray Williams,1
1952/53,24,1952-12-20,Done,Cyril Done,1
1952/53,24,1952-12-20,Williams R,Ray Williams,1
