season,game_no,player_name,shirt_no,role,on_for,off_for
1964/65,40,A'Court,11,starter,,
1964/65,41,Leyland,1,starter,,
1964/65,41,Parnell,2,starter,,
1964/65,41,Robertson,3,starter,,
1964/65,41,King J,4,starter,,
1964/65,41,Stuart,5,starter,,
1964/65,41,King A,6,starter,,
1964/65,41,Hill,7,starter,,
1964/65,41,Dyson,8,starter,,
1964/65,41,Manning,9,starter,,
1964/65,41,McDonnell,10,starter,,
1964/65,41,A'Court,11,starter,,
1964/65,42,Leyland,1,starter,,
1964/65,42,Parnell,2,starter,,
1964/65,42,Robertson,3,starter,,
1964/65,42,King J,4,starter,,
1964/65,42,Stuart,5,starter,,
1964/65,42,King A,6,starter,,
1964/65,42,Hill,7,starter,,
1964/65,42,McDonnell,8,starter,,
1964/65,42,Manning,9,starter,,
1964/65,42,Dyson,10,starter,,
1964/65,42,A'Court,11,starter,,
1964/65,43,Leyland,1,starter,,
1964/65,43,Parnell,2,starter,,
1964/65,43,Robertson,3,starter,,
1964/65,43,King J,4,starter,,
1964/65,43,Stuart,5,starter,,
1964/65,43,King A,6,starter,,
1964/65,43,Hill,7,starter,,
1964/65,43,Sinclair,8,starter,,
1964/65,43,Dyson,9,starter,,
1964/65,43,McDonnell,10,starter,,
1964/65,43,A'Court,11,starter,,
1964/65,44,Leyland,1,starter,,
1964/65,44,Parnell,2,starter,,
1964/65,44,Robertson,3,starter,,
1964/65,44,King J,4,starter,,
1964/65,44,Stuart,5,starter,,
1964/65,44,King A,6,starter,,
1964/65,44,Hill,7,starter,,
1964/65,44,Sinclair,8,starter,,
1964/65,44,Dyson,9,starter,,
1964/65,44,McDonnell,10,starter,,
1964/65,44,A'Court,11,starter,,
1964/65,45,Leyland,1,starter,,
1964/65,45,Parnell,2,starter,,
1964/65,45,Robertson,3,starter,,
1964/65,45,King J,4,starter,,
1964/65,45,Stuart,5,starter,,
1964/65,45,King A,6,starter,,
1964/65,45,Hill,7,starter,,
1964/65,45,Sinclair,8,starter,,
1964/65,45,Dyson,9,starter,,
1964/65,45,McDonnell,10,starter,,
1964/65,45,A'Court,11,starter,,
1964/65,46,Leyland,1,starter,,
1964/65,46,Parnell,2,starter,,
1964/65,46,Robertson,3,starter,,
1964/65,46,King J,4,starter,,
1964/65,46,Stuart,5,starter,,
1964/65,46,King A,6,starter,,
1964/65,46,Hill,7,starter,,
1964/65,46,Sinclair,8,starter,,
1964/65,46,Dyson,9,starter,,
1964/65,46,McDonnell,10,starter,,
1964/65,46,A'Court,11,starter,,
1964/65,47,Leyland,1,starter,,
1964/65,47,Parnell,2,starter,,
1964/65,47,Conroy,3,starter,,
1964/65,47,King J,4,starter,,
1964/65,47,Stuart,5,starter,,
1964/65,47,King A,6,starter,,
1964/65,47,Lornie,7,starter,,
1964/65,47,Sinclair,8,starter,,
1964/65,47,Manning,9,starter,,
1964/65,47,Dyson,10,starter,,
1964/65,47,Weir,11,starter,,
1964/65,48,Leyland,1,starter,,
1964/65,48,Parnell,2,starter,,
1964/65,48,Conroy,3,starter,,
1964/65,48,King J,4,starter,,
1964/65,48,Stuart,5,starter,,
1964/65,48,King A,6,starter,,
1964/65,48,Lornie,7,starter,,
1964/65,48,Manning,8,starter,,
1964/65,48,Dyson,9,starter,,
1964/65,48,Pritchard,10,starter,,
1964/65,48,A'Court,11,starter,,
1964/65,49,Leyland,1,starter,,
1964/65,49,Parnell,2,starter,,
1964/65,49,Conroy,3,starter,,
1964/65,49,King J,4,starter,,
1964/65,49,Stuart,5,starter,,
1964/65,49,King A,6,starter,,
1964/65,49,Lornie,7,starter,,
1964/65,49,Manning,8,starter,,
1964/65,49,Dyson,9,starter,,
1964/65,49,Pritchard,10,starter,,
1964/65,49,A'Court,11,starter,,
1964/65,50,Leyland,1,starter,,
1964/65,50,Parnell,2,starter,,
1964/65,50,Conroy,3,starter,,
1964/65,50,Pritchard,4,starter,,
1964/65,50,Stuart,5,starter,,
1964/65,50,King A,6,starter,,
1964/65,50,Hill,7,starter,,
1964/65,50,Manning,8,starter,,
1964/65,50,Dyson,9,starter,,
1964/65,50,Lornie,10,starter,,
1964/65,50,A'Court,11,starter,,
1965/66,1,Leyland,1,starter,,
1965/66,1,Parnell,2,starter,,
1965/66,1,Martin,3,starter,,
1965/66,1,King J,4,starter,,
1965/66,1,Stuart,5,starter,,
1965/66,1,King A,6,starter,,
1965/66,1,Hill,7,starter,,
1965/66,1,Sinclair,8,starter,,
1965/66,1,Dyson,9,starter,,
1965/66,1,Pritchard,10,starter,,
1965/66,1,A'Court,11,starter,,
1965/66,2,Leyland,1,starter,,
1965/66,2,Robertson,2,starter,,
1965/66,2,Martin,3,starter,,
1965/66,2,King J,4,starter,,
1965/66,2,Stuart,5,starter,,
1965/66,2,King A,6,starter,,
1965/66,2,Hill,7,starter,,12
1965/66,2,Sinclair,8,starter,,
1965/66,2,Dyson,9,starter,,
1965/66,2,Pritchard,10,starter,,
1965/66,2,A'Court,11,starter,,
1965/66,2,Lornie,12,sub,7,
1965/66,3,Leyland,1,starter,,
1965/66,3,Robertson,2,starter,,
1965/66,3,Martin,3,starter,,
1965/66,3,King J,4,starter,,
1965/66,3,Stuart,5,starter,,
1965/66,3,King A,6,starter,,
1965/66,3,Twist,7,starter,,
1965/66,3,Sinclair,8,starter,,
1965/66,3,Dyson,9,starter,,
1965/66,3,Pritchard,10,starter,,
1965/66,3,A'Court,11,starter,,
1965/66,4,Leyland,1,starter,,
1965/66,4,Robertson,2,starter,,
1965/66,4,Martin,3,starter,,
1965/66,4,Pritchard,4,starter,,
1965/66,4,Stuart,5,starter,,
1965/66,4,King A,6,starter,,
1965/66,4,Twist,7,starter,,
1965/66,4,Manning,8,starter,,
1965/66,4,Dyson,9,starter,,
1965/66,4,Sinclair,10,starter,,
1965/66,4,A'Court,11,starter,,
1965/66,5,Leyland,1,starter,,
1965/66,5,Parnell,2,starter,,
1965/66,5,Martin,3,starter,,
1965/66,5,King J,4,starter,,
1965/66,5,Manning,5,starter,,
1965/66,5,King A,6,starter,,
1965/66,5,Lornie,7,starter,,
1965/66,5,Pritchard,8,starter,,
1965/66,5,Dyson,9,starter,,
1965/66,5,Crawford,10,starter,,
1965/66,5,A'Court,11,starter,,
1965/66,6,Leyland,1,starter,,
1965/66,6,Parnell,2,starter,,
1965/66,6,Martin,3,starter,,
1965/66,6,Pritchard,4,starter,,
1965/66,6,Manning,5,starter,,
1965/66,6,King A,6,starter,,
1965/66,6,Lornie,7,starter,,
1965/66,6,Sinclair,8,starter,,
1965/66,6,Dyson,9,starter,,
1965/66,6,Crawford,10,starter,,
1965/66,6,A'Court,11,starter,,
1965/66,7,Leyland,1,starter,,
1965/66,7,Parnell,2,starter,,
1965/66,7,Martin,3,starter,,
1965/66,7,Pritchard,4,starter,,
1965/66,7,Manning,5,starter,,
1965/66,7,King A,6,starter,,
1965/66,7,Hill,7,starter,,
1965/66,7,Sinclair,8,starter,,
1965/66,7,Dyson,9,starter,,
1965/66,7,Crawford,10,starter,,
1965/66,7,A'Court,11,starter,,
1965/66,8,Leyland,1,starter,,
1965/66,8,Parnell,2,starter,,
1965/66,8,Martin,3,starter,,
1965/66,8,King J,4,starter,,
1965/66,8,Manning,5,starter,,
1965/66,8,King A,6,starter,,
1965/66,8,Hill,7,starter,,
1965/66,8,Pritchard,8,starter,,
1965/66,8,Dyson,9,starter,,
1965/66,8,Crawford,10,starter,,
1965/66,8,A'Court,11,starter,,
1965/66,9,Leyland,1,starter,,
1965/66,9,Parnell,2,starter,,
1965/66,9,Martin,3,starter,,
1965/66,9,King J,4,starter,,
1965/66,9,Stuart,5,starter,,
1965/66,9,King A,6,starter,,
1965/66,9,Hill,7,starter,,
1965/66,9,Dyson,8,starter,,
1965/66,9,Manning,9,starter,,
1965/66,9,Crawford,10,starter,,
1965/66,9,A'Court,11,starter,,
1965/66,10,Leyland,1,starter,,
1965/66,10,Parnell,2,starter,,
1965/66,10,Martin,3,starter,,
1965/66,10,King J,4,starter,,
1965/66,10,Stuart,5,starter,,
1965/66,10,King A,6,starter,,
1965/66,10,Hill,7,starter,,
1965/66,10,Crawford,8,starter,,
1965/66,10,Manning,9,starter,,
1965/66,10,Dyson,10,starter,,
1965/66,10,Sinclair,11,starter,,
1965/66,11,Leyland,1,starter,,
1965/66,11,Parnell,2,starter,,
1965/66,11,Martin,3,starter,,
1965/66,11,Crawford,4,starter,,
1965/66,11,Stuart,5,starter,,
1965/66,11,King A,6,starter,,
1965/66,11,Hill,7,starter,,
1965/66,11,Lornie,8,starter,,
1965/66,11,Manning,9,starter,,
1965/66,11,Dyson,10,starter,,
1965/66,11,Sinclair,11,starter,,
1965/66,12,Leyland,1,starter,,
1965/66,12,Parnell,2,starter,,
1965/66,12,Martin,3,starter,,
1965/66,12,Crawford,4,starter,,
1965/66,12,Stuart,5,starter,,
1965/66,12,King A,6,starter,,
1965/66,12,Hill,7,starter,,
1965/66,12,Lornie,8,starter,,
1965/66,12,Manning,9,starter,,
1965/66,12,Dyson,10,starter,,
1965/66,12,Sinclair,11,starter,,
1965/66,13,Leyland,1,starter,,
1965/66,13,Parnell,2,starter,,
1965/66,13,Martin,3,starter,,
1965/66,13,Crawford,4,starter,,
1965/66,13,Stuart,5,starter,,
1965/66,13,King A,6,starter,,
1965/66,13,Hill,7,starter,,
1965/66,13,Lornie,8,starter,,
1965/66,13,Manning,9,starter,,
1965/66,13,Dyson,10,starter,,
1965/66,13,Sinclair,11,starter,,
1965/66,14,Leyland,1,starter,,
1965/66,14,Parnell,2,starter,,
1965/66,14,Martin,3,starter,,
1965/66,14,Crawford,4,starter,,
1965/66,14,Stuart,5,starter,,12
1965/66,14,King A,6,starter,,
1965/66,14,Hill,7,starter,,
1965/66,14,Lornie,8,starter,,
1965/66,14,Manning,9,starter,,
1965/66,14,Dyson,10,starter,,
1965/66,14,Sinclair,11,starter,,
1965/66,14,King J,12,sub,5,
1965/66,15,Leyland,1,starter,,
1965/66,15,Parnell,2,starter,,
1965/66,15,Martin,3,starter,,
1965/66,15,Crawford,4,starter,,
1965/66,15,Stuart,5,starter,,
1965/66,15,King A,6,starter,,
1965/66,15,Hill,7,starter,,
1965/66,15,Lornie,8,starter,,
1965/66,15,Manning,9,starter,,
1965/66,15,Dyson,10,starter,,
1965/66,15,Sinclair,11,starter,,
1965/66,16,Leyland,1,starter,,
1965/66,16,Parnell,2,starter,,
1965/66,16,Martin,3,starter,,
1965/66,16,Crawford,4,starter,,
1965/66,16,Stuart,5,starter,,
1965/66,16,King A,6,starter,,
1965/66,16,Hill,7,starter,,
1965/66,16,Lornie,8,starter,,
1965/66,16,Manning,9,starter,,
1965/66,16,Dyson,10,starter,,
1965/66,16,A'Court,11,starter,,
1965/66,17,Leyland,1,starter,,
1965/66,17,Parnell,2,starter,,
1965/66,17,Martin,3,starter,,
1965/66,17,Crawford,4,starter,,
1965/66,17,Stuart,5,starter,,
1965/66,17,King A,6,starter,,
1965/66,17,Hill,7,starter,,
1965/66,17,Lornie,8,starter,,
1965/66,17,Manning,9,starter,,
1965/66,17,Dyson,10,starter,,
1965/66,17,A'Court,11,starter,,
1965/66,18,Leyland,1,starter,,
1965/66,18,Parnell,2,starter,,
1965/66,18,Martin,3,starter,,
1965/66,18,Pritchard,4,starter,,
1965/66,18,Stuart,5,starter,,
1965/66,18,King A,6,starter,,
1965/66,18,Hill,7,starter,,
1965/66,18,Lornie,8,starter,,
1965/66,18,Manning,9,starter,,
1965/66,18,Crawford,10,starter,,
1965/66,18,A'Court,11,starter,,
1965/66,19,Leyland,1,starter,,
1965/66,19,Parnell,2,starter,,
1965/66,19,Martin,3,starter,,
1965/66,19,Crawford,4,starter,,
1965/66,19,Stuart,5,starter,,
1965/66,19,King A,6,starter,,
1965/66,19,Hill,7,starter,,
1965/66,19,Lornie,8,starter,,
1965/66,19,Manning,9,starter,,
1965/66,19,Pritchard,10,starter,,
1965/66,19,A'Court,11,starter,,
1965/66,20,Leyland,1,starter,,
1965/66,20,Parnell,2,starter,,
1965/66,20,Martin,3,starter,,
1965/66,20,Crawford,4,starter,,
1965/66,20,Stuart,5,starter,,
1965/66,20,King A,6,starter,,
1965/66,20,Hill,7,starter,,
1965/66,20,Lornie,8,starter,,
1965/66,20,Manning,9,starter,,
1965/66,20,Pritchard,10,starter,,
1965/66,20,A'Court,11,starter,,
1965/66,21,Leyland,1,starter,,
1965/66,21,Parnell,2,starter,,
1965/66,21,Robertson,3,starter,,
1965/66,21,Crawford,4,starter,,
1965/66,21,Stuart,5,starter,,
1965/66,21,King A,6,starter,,
1965/66,21,Lornie,7,starter,,
1965/66,21,Pritchard,8,starter,,
1965/66,21,Manning,9,starter,,
1965/66,21,Dyson,10,starter,,
1965/66,21,A'Court,11,starter,,
1965/66,22,Leyland,1,starter,,
1965/66,22,Parnell,2,starter,,
1965/66,22,Martin,3,starter,,
1965/66,22,Crawford,4,starter,,
1965/66,22,Stuart,5,starter,,
1965/66,22,King A,6,starter,,
1965/66,22,Hill,7,starter,,
1965/66,22,Pritchard,8,starter,,
1965/66,22,Manning,9,starter,,
1965/66,22,Dyson,10,starter,,
1965/66,22,A'Court,11,starter,,
1965/66,23,Leyland,1,starter,,
1965/66,23,Parnell,2,starter,,
1965/66,23,Martin,3,starter,,
1965/66,23,Crawford,4,starter,,
1965/66,23,Stuart,5,starter,,
1965/66,23,King A,6,starter,,
1965/66,23,Hill,7,starter,,
1965/66,23,Pritchard,8,starter,,
1965/66,23,Manning,9,starter,,
1965/66,23,Dyson,10,starter,,
1965/66,23,A'Court,11,starter,,
1965/66,24,Leyland,1,starter,,
1965/66,24,Parnell,2,starter,,
1965/66,24,Martin,3,starter,,
1965/66,24,Pritchard,4,starter,,
1965/66,24,Stuart,5,starter,,
1965/66,24,King A,6,starter,,
1965/66,24,Hill,7,starter,,
1965/66,24,Manning,8,starter,,
1965/66,24,Dyson,9,starter,,
1965/66,24,Sinclair,10,starter,,
1965/66,24,A'Court,11,starter,,
1965/66,25,Leyland,1,starter,,
1965/66,25,Parnell,2,starter,,
1965/66,25,Martin,3,starter,,
1965/66,25,Pritchard,4,starter,,
1965/66,25,Stuart,5,starter,,
1965/66,25,King A,6,starter,,
1965/66,25,Hill,7,starter,,
1965/66,25,Manning,8,starter,,
1965/66,25,Dyson,9,starter,,
1965/66,25,Crawford,10,starter,,
1965/66,25,Sinclair,11,starter,,
1965/66,26,Leyland,1,starter,,
1965/66,26,Parnell,2,starter,,
1965/66,26,Martin,3,starter,,
1965/66,26,Pritchard,4,starter,,
1965/66,26,Stuart,5,starter,,
1965/66,26,King A,6,starter,,
1965/66,26,Hill,7,starter,,
1965/66,26,Manning,8,starter,,
1965/66,26,Dyson,9,starter,,
1965/66,26,Sinclair,10,starter,,
1965/66,26,A'Court,11,starter,,
1965/66,27,Leyland,1,starter,,
1965/66,27,Parnell,2,starter,,
1965/66,27,Martin,3,starter,,
1965/66,27,Pritchard,4,starter,,
1965/66,27,Stuart,5,starter,,
1965/66,27,King A,6,starter,,
1965/66,27,Lornie,7,starter,,
1965/66,27,Manning,8,starter,,
1965/66,27,Dyson,9,starter,,
1965/66,27,Crawford,10,starter,,
1965/66,27,A'Court,11,starter,,
1965/66,28,Leyland,1,starter,,
1965/66,28,Robertson,2,starter,,
1965/66,28,Martin,3,starter,,
1965/66,28,Pritchard,4,starter,,
1965/66,28,Stuart,5,starter,,
1965/66,28,King A,6,starter,,
1965/66,28,Lornie,7,starter,,
1965/66,28,Manning,8,starter,,
1965/66,28,Dyson,9,starter,,12
1965/66,28,Crawford,10,starter,,
1965/66,28,A'Court,11,starter,,
1965/66,28,Stanley,12,sub,9,
1965/66,29,Leyland,1,starter,,
1965/66,29,Parnell,2,starter,,
1965/66,29,Martin,3,starter,,
1965/66,29,Pritchard,4,starter,,12
1965/66,29,Stuart,5,starter,,
1965/66,29,King A,6,starter,,
1965/66,29,Hill,7,starter,,
1965/66,29,Manning,8,starter,,
1965/66,29,Dyson,9,starter,,
1965/66,29,Crawford,10,starter,,
1965/66,29,A'Court,11,starter,,
1965/66,29,Lornie,12,sub,4,
1965/66,30,Leyland,1,starter,,
1965/66,30,Parnell,2,starter,,
1965/66,30,Martin,3,starter,,
1965/66,30,Pritchard,4,starter,,
1965/66,30,Stuart,5,starter,,
1965/66,30,King A,6,starter,,
1965/66,30,Hill,7,starter,,
1965/66,30,Manning,8,starter,,
1965/66,30,Dyson,9,starter,,
1965/66,30,Sinclair,10,starter,,
1965/66,30,A'Court,11,starter,,
1965/66,31,Leyland,1,starter,,
1965/66,31,Parnell,2,starter,,
1965/66,31,Martin,3,starter,,
1965/66,31,Pritchard,4,starter,,
1965/66,31,Stuart,5,starter,,
1965/66,31,King A,6,starter,,
1965/66,31,Hill,7,starter,,
1965/66,31,Manning,8,starter,,
1965/66,31,Dyson,9,starter,,
1965/66,31,Sinclair,10,starter,,
1965/66,31,A'Court,11,starter,,
1965/66,32,Leyland,1,starter,,
1965/66,32,Parnell,2,starter,,
1965/66,32,Martin,3,starter,,
1965/66,32,Pritchard,4,starter,,
1965/66,32,Stuart,5,starter,,
1965/66,32,King A,6,starter,,
1965/66,32,Hill,7,starter,,
1965/66,32,Manning,8,starter,,
1965/66,32,Dyson,9,starter,,
1965/66,32,Sinclair,10,starter,,
1965/66,32,A'Court,11,starter,,
1965/66,33,Leyland,1,starter,,
1965/66,33,Parnell,2,starter,,
1965/66,33,Martin,3,starter,,
1965/66,33,Pritchard,4,starter,,
1965/66,33,Stuart,5,starter,,
1965/66,33,King A,6,starter,,
1965/66,33,Hill,7,starter,,
1965/66,33,Manning,8,starter,,
1965/66,33,Dyson,9,starter,,
1965/66,33,Sinclair,10,starter,,
1965/66,33,A'Court,11,starter,,
1965/66,34,Leyland,1,starter,,
1965/66,34,Parnell,2,starter,,
1965/66,34,Martin,3,starter,,
1965/66,34,Pritchard,4,starter,,
1965/66,34,Stuart,5,starter,,
1965/66,34,King A,6,starter,,
1965/66,34,Hill,7,starter,,
1965/66,34,Manning,8,starter,,
1965/66,34,Dyson,9,starter,,
1965/66,34,Sinclair,10,starter,,
1965/66,34,A'Court,11,starter,,
1965/66,35,Leyland,1,starter,,
1965/66,35,Parnell,2,starter,,
1965/66,35,Martin,3,starter,,
1965/66,35,Pritchard,4,starter,,
1965/66,35,Stuart,5,starter,,
1965/66,35,King A,6,starter,,
1965/66,35,Hill,7,starter,,
1965/66,35,Sinclair,8,starter,,
1965/66,35,Manning,9,starter,,
1965/66,35,Dyson,10,starter,,
1965/66,35,Lornie,11,starter,,
1965/66,36,Leyland,1,starter,,
1965/66,36,Parnell,2,starter,,
1965/66,36,Martin,3,starter,,
1965/66,36,Pritchard,4,starter,,
1965/66,36,Stuart,5,starter,,
1965/66,36,King A,6,starter,,
1965/66,36,Hill,7,starter,,
1965/66,36,Sinclair,8,starter,,
1965/66,36,Manning,9,starter,,
1965/66,36,Dyson,10,starter,,
1965/66,36,Lornie,11,starter,,
1965/66,37,Leyland,1,starter,,
1965/66,37,Parnell,2,starter,,
1965/66,37,Martin,3,starter,,
1965/66,37,Pritchard,4,starter,,
1965/66,37,Stuart,5,starter,,
1965/66,37,King A,6,starter,,
1965/66,37,Hill,7,starter,,
1965/66,37,Manning,8,starter,,
1965/66,37,Dyson,9,starter,,
1965/66,37,Sinclair,10,starter,,
1965/66,37,Lornie,11,starter,,
1965/66,38,Leyland,1,starter,,
1965/66,38,Parnell,2,starter,,
1965/66,38,Martin,3,starter,,
1965/66,38,Pritchard,4,starter,,
1965/66,38,Stuart,5,starter,,
1965/66,38,King A,6,starter,,
1965/66,38,Hill,7,starter,,
1965/66,38,Manning,8,starter,,
1965/66,38,Dyson,9,starter,,
1965/66,38,Sinclair,10,starter,,
1965/66,38,Lornie,11,starter,,
1965/66,39,Leyland,1,starter,,
1965/66,39,Parnell,2,starter,,
1965/66,39,Martin,3,starter,,
1965/66,39,Crawford,4,starter,,
1965/66,39,Stuart,5,starter,,
1965/66,39,Pritchard,6,starter,,
1965/66,39,Hill,7,starter,,
1965/66,39,Manning,8,starter,,
1965/66,39,King A,9,starter,,
1965/66,39,Sinclair,10,starter,,
1965/66,39,A'Court,11,starter,,
1965/66,40,Leyland,1,starter,,
1965/66,40,Parnell,2,starter,,
1965/66,40,Martin,3,starter,,
1965/66,40,Pritchard,4,starter,,
1965/66,40,Stuart,5,starter,,
1965/66,40,King A,6,starter,,
1965/66,40,Hill,7,starter,,
1965/66,40,Manning,8,starter,,
1965/66,40,Lornie,9,starter,,
1965/66,40,Sinclair,10,starter,,
1965/66,40,Dyson,11,starter,,
1965/66,41,Leyland,1,starter,,
1965/66,41,Parnell,2,starter,,
1965/66,41,Robertson,3,starter,,
1965/66,41,Pritchard,4,starter,,
1965/66,41,Stuart,5,starter,,
1965/66,41,King A,6,starter,,
1965/66,41,Hill,7,starter,,
1965/66,41,Manning,8,starter,,
1965/66,41,Beamish,9,starter,,
1965/66,41,Sinclair,10,starter,,
1965/66,41,Twist,11,starter,,
1965/66,42,Leyland,1,starter,,
1965/66,42,Parnell,2,starter,,
1965/66,42,Robertson,3,starter,,
1965/66,42,Martin,4,starter,,
1965/66,42,Stuart,5,starter,,
1965/66,42,King A,6,starter,,
1965/66,42,Hill,7,starter,,
1965/66,42,Manning,8,starter,,
1965/66,42,Pritchard,9,starter,,
1965/66,42,Sinclair,10,starter,,
1965/66,42,Twist,11,starter,,
1965/66,43,Leyland,1,starter,,
1965/66,43,Parnell,2,starter,,
1965/66,43,Robertson,3,starter,,
1965/66,43,Martin,4,starter,,
1965/66,43,Stuart,5,starter,,
1965/66,43,King A,6,starter,,
1965/66,43,Hill,7,starter,,
1965/66,43,Lornie,8,starter,,
1965/66,43,Dyson,9,starter,,
1965/66,43,Pritchard,10,starter,,
1965/66,43,Sinclair,11,starter,,
1965/66,44,Leyland,1,starter,,
1965/66,44,Parnell,2,starter,,
1965/66,44,Robertson,3,starter,,
1965/66,44,Pritchard,4,starter,,
1965/66,44,Stuart,5,starter,,
1965/66,44,King A,6,starter,,
1965/66,44,Hill,7,starter,,
1965/66,44,Lornie,8,starter,,12
1965/66,44,Dyson,9,starter,,
1965/66,44,Manning,10,starter,,
1965/66,44,Sinclair,11,starter,,
1965/66,44,Martin,12,sub,8,
1965/66,45,Leyland,1,starter,,
1965/66,45,Parnell,2,starter,,
1965/66,45,Robertson,3,starter,,
1965/66,45,Martin,4,starter,,
1965/66,45,Stuart,5,starter,,
1965/66,45,King A,6,starter,,
1965/66,45,Hill,7,starter,,
1965/66,45,Manning,8,starter,,
1965/66,45,Dyson,9,starter,,
1965/66,45,Pritchard,10,starter,,
1965/66,45,Twist,11,starter,,
1965/66,46,Leyland,1,starter,,
1965/66,46,Martin,2,starter,,
1965/66,46,Robertson,3,starter,,
1965/66,46,Blundell,4,starter,,
1965/66,46,Stuart,5,starter,,
1965/66,46,King A,6,starter,,
1965/66,46,Hill,7,starter,,
1965/66,46,Manning,8,starter,,
1965/66,46,Dyson,9,starter,,
1965/66,46,Pritchard,10,starter,,
1965/66,46,Twist,11,starter,,
1965/66,47,Leyland,1,starter,,
1965/66,47,Parnell,2,starter,,
1965/66,47,Robertson,3,starter,,
1965/66,47,Martin,4,starter,,
1965/66,47,Stuart,5,starter,,
1965/66,47,King A,6,starter,,
1965/66,47,Hill,7,starter,,
1965/66,47,Manning,8,starter,,
1965/66,47,Dyson,9,starter,,
1965/66,47,Pritchard,10,starter,,
1965/66,47,Twist,11,starter,,
1965/66,48,Leyland,1,starter,,
1965/66,48,Parnell,2,starter,,
1965/66,48,Robertson,3,starter,,
1965/66,48,Martin,4,starter,,
1965/66,48,Stuart,5,starter,,
1965/66,48,King A,6,starter,,
1965/66,48,Hill,7,starter,,
1965/66,48,Manning,8,starter,,
1965/66,48,Dyson,9,starter,,
1965/66,48,Pritchard,10,starter,,
1965/66,48,Twist,11,starter,,
1966/67,1,Cumbes,1,starter,,
1966/67,1,Martin,2,starter,,
1966/67,1,Robertson,3,starter,,
1966/67,1,Ashworth,4,starter,,
1966/67,1,McFarland,5,starter,,
1966/67,1,King A,6,starter,,
1966/67,1,Hill,7,starter,,
1966/67,1,Sinclair,8,starter,,
1966/67,1,Dyson,9,starter,,
1966/67,1,Pritchard,10,starter,,
1966/67,1,Williams,11,starter,,
1966/67,2,Cumbes,1,starter,,
1966/67,2,Parnell,2,starter,,
1966/67,2,Robertson,3,starter,,
1966/67,2,Ashworth,4,starter,,
1966/67,2,McFarland,5,starter,,
1966/67,2,King A,6,starter,,
1966/67,2,Hill,7,starter,,
1966/67,2,Manning,8,starter,,
1966/67,2,Dyson,9,starter,,
1966/67,2,Pritchard,10,starter,,
1966/67,2,Sinclair,11,starter,,12
1966/67,2,Harris,12,sub,11,
1966/67,3,Cumbes,1,starter,,
1966/67,3,Parnell,2,starter,,
1966/67,3,Robertson,3,starter,,
1966/67,3,Ashworth,4,starter,,
1966/67,3,McFarland,5,starter,,
1966/67,3,King A,6,starter,,
1966/67,3,Hill,7,starter,,
1966/67,3,Manning,8,starter,,
1966/67,3,Dyson,9,starter,,
1966/67,3,Pritchard,10,starter,,
1966/67,3,Williams,11,starter,,
1966/67,4,Cumbes,1,starter,,
1966/67,4,Parnell,2,starter,,
1966/67,4,Robertson,3,starter,,
1966/67,4,Ashworth,4,starter,,
1966/67,4,McFarland,5,starter,,
1966/67,4,King A,6,starter,,
1966/67,4,Hill,7,starter,,
1966/67,4,Manning,8,starter,,
1966/67,4,Dyson,9,starter,,
1966/67,4,Pritchard,10,starter,,
1966/67,4,Williams,11,starter,,
1966/67,5,Cumbes,1,starter,,
1966/67,5,Parnell,2,starter,,
1966/67,5,Robertson,3,starter,,
1966/67,5,Ashworth,4,starter,,
1966/67,5,McFarland,5,starter,,
1966/67,5,King A,6,starter,,
1966/67,5,Hill,7,starter,,
1966/67,5,Manning,8,starter,,
1966/67,5,Dyson,9,starter,,
1966/67,5,Pritchard,10,starter,,
1966/67,5,Williams,11,starter,,
1966/67,6,Cumbes,1,starter,,
1966/67,6,Parnell,2,starter,,
1966/67,6,Robertson,3,starter,,
1966/67,6,Ashworth,4,starter,,12
1966/67,6,Storton S,5,starter,,
1966/67,6,King A,6,starter,,
1966/67,6,Hill,7,starter,,
1966/67,6,Manning,8,starter,,
1966/67,6,Dyson,9,starter,,
1966/67,6,Pritchard,10,starter,,
1966/67,6,Williams,11,starter,,
1966/67,6,Sinclair,12,sub,4,
1966/67,7,Cumbes,1,starter,,
1966/67,7,Parnell,2,starter,,
1966/67,7,Robertson,3,starter,,
1966/67,7,Crawford,4,starter,,
1966/67,7,Storton S,5,starter,,
1966/67,7,King A,6,starter,,
1966/67,7,Hill,7,starter,,
1966/67,7,Manning,8,starter,,
1966/67,7,Pritchard,9,starter,,
1966/67,7,Sinclair,10,starter,,
1966/67,7,Williams,11,starter,,
1966/67,8,Cumbes,1,starter,,
1966/67,8,Parnell,2,starter,,
1966/67,8,Robertson,3,starter,,
1966/67,8,Crawford,4,starter,,
1966/67,8,Storton S,5,starter,,12
1966/67,8,King A,6,starter,,
1966/67,8,Hill,7,starter,,
1966/67,8,Manning,8,starter,,
1966/67,8,Pritchard,9,starter,,
1966/67,8,Kinsella,10,starter,,
1966/67,8,Williams,11,starter,,
1966/67,8,Martin,12,sub,5,
1966/67,9,Leyland,1,starter,,
1966/67,9,Parnell,2,starter,,
1966/67,9,Robertson,3,starter,,
1966/67,9,Crawford,4,starter,,
1966/67,9,McFarland,5,starter,,
1966/67,9,King A,6,starter,,
1966/67,9,Hill,7,starter,,
1966/67,9,Manning,8,starter,,
1966/67,9,Pritchard,9,starter,,
1966/67,9,Kinsella,10,starter,,
1966/67,9,Williams,11,starter,,
1966/67,10,Cumbes,1,starter,,
