season,game_no,player_name,shirt_no,role,on_for,off_for
1936/37,22,Spencer R,6,starter,,
1936/37,22,Dellow,7,starter,,
1936/37,22,Jones,8,starter,,
1936/37,22,Waring,9,starter,,
1936/37,22,Wood,10,starter,,
1936/37,22,Eden,11,starter,,
1936/37,23,Lewis,1,starter,,
1936/37,23,Platt,2,starter,,
1936/37,23,Amery,3,starter,,
1936/37,23,Miller,4,starter,,
1936/37,23,Clark,5,starter,,
1936/37,23,Spencer R,6,starter,,
1936/37,23,Dellow,7,starter,,
1936/37,23,Jones,8,starter,,
1936/37,23,Waring,9,starter,,
1936/37,23,Wood,10,starter,,
1936/37,23,Eden,11,starter,,
1936/37,24,Lewis,1,starter,,
1936/37,24,Platt,2,starter,,
1936/37,24,Amery,3,starter,,
1936/37,24,Miller,4,starter,,
1936/37,24,Clark,5,starter,,
1936/37,24,Davies,6,starter,,
1936/37,24,Dellow,7,starter,,
1936/37,24,Jones,8,starter,,
1936/37,24,Waring,9,starter,,
1936/37,24,Wood,10,starter,,
1936/37,24,Eden,11,starter,,
1936/37,25,Lewis,1,starter,,
1936/37,25,Platt,2,starter,,
1936/37,25,Amery,3,starter,,
1936/37,25,Davies,4,starter,,
1936/37,25,Clark,5,starter,,
1936/37,25,Owen,6,starter,,
1936/37,25,Dellow,7,starter,,
1936/37,25,Jones,8,starter,,
1936/37,25,Foster,9,starter,,
1936/37,25,Wood,10,starter,,
1936/37,25,Eden,11,starter,,
1936/37,26,Lewis,1,starter,,
1936/37,26,Platt,2,starter,,
1936/37,26,Amery,3,starter,,
1936/37,26,Davies,4,starter,,
1936/37,26,Clark,5,starter,,
1936/37,26,Spencer R,6,starter,,
1936/37,26,Dellow,7,starter,,
1936/37,26,Jones,8,starter,,
1936/37,26,Waring,9,starter,,
1936/37,26,Wood,10,starter,,
1936/37,26,Eden,11,starter,,
1936/37,27,Lewis,1,starter,,
1936/37,27,Platt,2,starter,,
1936/37,27,Amery,3,starter,,
1936/37,27,Davies,4,starter,,
1936/37,27,Clark,5,starter,,
1936/37,27,Spencer R,6,starter,,
1936/37,27,Dellow,7,starter,,
1936/37,27,Jones,8,starter,,
1936/37,27,Waring,9,starter,,
1936/37,27,Wood,10,starter,,
1936/37,27,Eden,11,starter,,
1936/37,28,Lewis,1,starter,,
1936/37,28,Platt,2,starter,,
1936/37,28,Amery,3,starter,,
1936/37,28,Davies,4,starter,,
1936/37,28,Clark,5,starter,,
1936/37,28,Spencer R,6,starter,,
1936/37,28,Dellow,7,starter,,
1936/37,28,Jones,8,starter,,
1936/37,28,Waring,9,starter,,
1936/37,28,Wood,10,starter,,
1936/37,28,Eden,11,starter,,
1936/37,29,Lewis,1,starter,,
1936/37,29,Jackson,2,starter,,
1936/37,29,Amery,3,starter,,
1936/37,29,Davies,4,starter,,
1936/37,29,Clark,5,starter,,
1936/37,29,Spencer R,6,starter,,
1936/37,29,Dellow,7,starter,,
1936/37,29,Jones,8,starter,,
1936/37,29,Waring,9,starter,,
1936/37,29,Wood,10,starter,,
1936/37,29,Eden,11,starter,,
1936/37,30,Lewis,1,starter,,
1936/37,30,Jackson,2,starter,,
1936/37,30,Amery,3,starter,,
1936/37,30,Davies,4,starter,,
1936/37,30,Clark,5,starter,,
1936/37,30,Spencer R,6,starter,,
1936/37,30,Dellow,7,starter,,
1936/37,30,Jones,8,starter,,
1936/37,30,Waring,9,starter,,
1936/37,30,Wood,10,starter,,
1936/37,30,Eden,11,starter,,
1936/37,31,Lewis,1,starter,,
1936/37,31,Jackson,2,starter,,
1936/37,31,Amery,3,starter,,
1936/37,31,Davies,4,starter,,
1936/37,31,Clark,5,starter,,
1936/37,31,Spencer R,6,starter,,
1936/37,31,Dellow,7,starter,,
1936/37,31,Jones,8,starter,,
1936/37,31,Waring,9,starter,,
1936/37,31,Wood,10,starter,,
1936/37,31,Eden,11,starter,,
1936/37,32,Lewis,1,starter,,
1936/37,32,Jackson,2,starter,,
1936/37,32,Amery,3,starter,,
1936/37,32,Davies,4,starter,,
1936/37,32,Clark,5,starter,,
1936/37,32,Spencer R,6,starter,,
1936/37,32,Dellow,7,starter,,
1936/37,32,Jones,8,starter,,
1936/37,32,Waring,9,starter,,
1936/37,32,Wood,10,starter,,
1936/37,32,Eden,11,starter,,
1936/37,33,Lewis,1,starter,,
1936/37,33,Jackson,2,starter,,
1936/37,33,Amery,3,starter,,
1936/37,33,Davies,4,starter,,
1936/37,33,Clark,5,starter,,
1936/37,33,Owen,6,starter,,
1936/37,33,Dellow,7,starter,,
1936/37,33,Jones,8,starter,,
1936/37,33,Waring,9,starter,,
1936/37,33,Wood,10,starter,,
1936/37,33,Eden,11,starter,,
1936/37,34,Lewis,1,starter,,
1936/37,34,Platt,2,starter,,
1936/37,34,Amery,3,starter,,
1936/37,34,Davies,4,starter,,
1936/37,34,Clark,5,starter,,
1936/37,34,Owen,6,starter,,
1936/37,34,Dellow,7,starter,,
1936/37,34,Jones,8,starter,,
1936/37,34,Maddocks,9,starter,,
1936/37,34,Wood,10,starter,,
1936/37,34,Eden,11,starter,,
1936/37,35,Lewis,1,starter,,
1936/37,35,Platt,2,starter,,
1936/37,35,Amery,3,starter,,
1936/37,35,Davies,4,starter,,
1936/37,35,Clark,5,starter,,
1936/37,35,Owen,6,starter,,
1936/37,35,Dellow,7,starter,,
1936/37,35,Jones,8,starter,,
1936/37,35,Waring,9,starter,,
1936/37,35,Wood,10,starter,,
1936/37,35,Eden,11,starter,,
1936/37,36,Poskett,1,starter,,
1936/37,36,Dodd,2,starter,,
1936/37,36,Amery,3,starter,,
1936/37,36,Davies,4,starter,,
1936/37,36,Clark,5,starter,,
1936/37,36,Spencer R,6,starter,,
1936/37,36,Dellow,7,starter,,
1936/37,36,Jones,8,starter,,
1936/37,36,Waring,9,starter,,
1936/37,36,Wood,10,starter,,
1936/37,36,Eden,11,starter,,
1936/37,37,Poskett,1,starter,,
1936/37,37,Dodd,2,starter,,
1936/37,37,Amery,3,starter,,
1936/37,37,Davies,4,starter,,
1936/37,37,Clark,5,starter,,
1936/37,37,Owen,6,starter,,
1936/37,37,Dellow,7,starter,,
1936/37,37,Jones,8,starter,,
1936/37,37,Wood,9,starter,,
1936/37,37,Almond,10,starter,,
1936/37,37,Eden,11,starter,,
1936/37,38,Lewis,1,starter,,
1936/37,38,Dodd,2,starter,,
1936/37,38,Amery,3,starter,,
1936/37,38,Davies,4,starter,,
1936/37,38,Clark,5,starter,,
1936/37,38,Owen,6,starter,,
1936/37,38,Dellow,7,starter,,
1936/37,38,Jones,8,starter,,
1936/37,38,Waring,9,starter,,
1936/37,38,Almond,10,starter,,
1936/37,38,Eden,11,starter,,
1936/37,39,Lewis,1,starter,,
1936/37,39,Dodd,2,starter,,
1936/37,39,Amery,3,starter,,
1936/37,39,Davies,4,starter,,
1936/37,39,Clark,5,starter,,
1936/37,39,Spencer R,6,starter,,
1936/37,39,Dellow,7,starter,,
1936/37,39,Jones,8,starter,,
1936/37,39,Waring,9,starter,,
1936/37,39,Wood,10,starter,,
1936/37,39,Eden,11,starter,,
1936/37,40,Lewis,1,starter,,
1936/37,40,Dodd,2,starter,,
1936/37,40,Amery,3,starter,,
1936/37,40,Davies,4,starter,,
1936/37,40,Clark,5,starter,,
1936/37,40,Spencer R,6,starter,,
1936/37,40,Dellow,7,starter,,
1936/37,40,Eden,8,starter,,
1936/37,40,Jones,9,starter,,
1936/37,40,Wood,10,starter,,
1936/37,40,Griffiths,11,starter,,
1936/37,41,Lewis,1,starter,,
1936/37,41,Dodd,2,starter,,
1936/37,41,Miller,3,starter,,
1936/37,41,Davies,4,starter,,
1936/37,41,Clark,5,starter,,
1936/37,41,Spencer R,6,starter,,
1936/37,41,Eden,7,starter,,
1936/37,41,Dellow,8,starter,,
1936/37,41,Maddocks,9,starter,,
1936/37,41,Jones,10,starter,,
1936/37,41,Griffiths,11,starter,,
1936/37,42,Lewis,1,starter,,
1936/37,42,Dodd,2,starter,,
1936/37,42,Fairhurst,3,starter,,
1936/37,42,Davies,4,starter,,
1936/37,42,Clark,5,starter,,
1936/37,42,Spencer R,6,starter,,
1936/37,42,Eden,7,starter,,
1936/37,42,Dellow,8,starter,,
1936/37,42,Jones,9,starter,,
1936/37,42,Wood,10,starter,,
1936/37,42,Griffiths,11,starter,,
1936/37,43,Lewis,1,starter,,
1936/37,43,Fairhurst,2,starter,,
1936/37,43,Amery,3,starter,,
1936/37,43,Davies,4,starter,,
1936/37,43,Clark,5,starter,,
1936/37,43,Spencer R,6,starter,,
1936/37,43,Eden,7,starter,,
1936/37,43,Dellow,8,starter,,
1936/37,43,Jones,9,starter,,
1936/37,43,Wood,10,starter,,
1936/37,43,Almond,11,starter,,
1937/38,1,Lewis,1,starter,,
1937/38,1,Hamilton,2,starter,,
1937/38,1,Wassell,3,starter,,
1937/38,1,Davies,4,starter,,
1937/38,1,Clark,5,starter,,
1937/38,1,Flowers,6,starter,,
1937/38,1,Eden,7,starter,,
1937/38,1,Cassidy,8,starter,,
1937/38,1,Waring,9,starter,,
1937/38,1,Kearney,10,starter,,
1937/38,1,Mayson,11,starter,,
1937/38,2,Lewis,1,starter,,
1937/38,2,Hamilton,2,starter,,
1937/38,2,Wassell,3,starter,,
1937/38,2,Davies,4,starter,,
1937/38,2,Clark,5,starter,,
1937/38,2,Flowers,6,starter,,
1937/38,2,Eden,7,starter,,
1937/38,2,Cassidy,8,starter,,
1937/38,2,Waring,9,starter,,
1937/38,2,Kearney,10,starter,,
1937/38,2,Mayson,11,starter,,
1937/38,3,Lewis,1,starter,,
1937/38,3,Hamilton,2,starter,,
1937/38,3,Wassell,3,starter,,
1937/38,3,Flowers,4,starter,,
1937/38,3,Clark,5,starter,,
1937/38,3,Spencer R,6,starter,,
1937/38,3,Eden,7,starter,,
1937/38,3,Cassidy,8,starter,,
1937/38,3,Waring,9,starter,,
1937/38,3,Kearney,10,starter,,
1937/38,3,Mayson,11,starter,,
1937/38,4,Lewis,1,starter,,
1937/38,4,Hamilton,2,starter,,
1937/38,4,Wassell,3,starter,,
1937/38,4,Flowers,4,starter,,
1937/38,4,Clark,5,starter,,
1937/38,4,Spencer R,6,starter,,
1937/38,4,Eden,7,starter,,
1937/38,4,Cassidy,8,starter,,
1937/38,4,Waring,9,starter,,
1937/38,4,Kearney,10,starter,,
1937/38,4,Mayson,11,starter,,
1937/38,5,Lewis,1,starter,,
1937/38,5,Hamilton,2,starter,,
1937/38,5,Wassell,3,starter,,
1937/38,5,Flowers,4,starter,,
1937/38,5,Clark,5,starter,,
1937/38,5,Spencer R,6,starter,,
1937/38,5,Eden,7,starter,,
1937/38,5,Cassidy,8,starter,,
1937/38,5,Waring,9,starter,,
1937/38,5,Kearney,10,starter,,
1937/38,5,Mayson,11,starter,,
1937/38,6,Lewis,1,starter,,
1937/38,6,Hamilton,2,starter,,
1937/38,6,Wassell,3,starter,,
1937/38,6,Flowers,4,starter,,
1937/38,6,Clark,5,starter,,
1937/38,6,Spencer R,6,starter,,
1937/38,6,Eden,7,starter,,
1937/38,6,Cassidy,8,starter,,
1937/38,6,Waring,9,starter,,
1937/38,6,Kearney,10,starter,,
1937/38,6,Mayson,11,starter,,
1937/38,7,Lewis,1,starter,,
1937/38,7,Hamilton,2,starter,,
1937/38,7,Wassell,3,starter,,
1937/38,7,Flowers,4,starter,,
1937/38,7,Anderson,5,starter,,
1937/38,7,Spencer R,6,starter,,
1937/38,7,Eden,7,starter,,
1937/38,7,Cassidy,8,starter,,
1937/38,7,Waring,9,starter,,
1937/38,7,Kearney,10,starter,,
1937/38,7,Mayson,11,starter,,
1937/38,8,Lewis,1,starter,,
1937/38,8,Hamilton,2,starter,,
1937/38,8,Wassell,3,starter,,
1937/38,8,Flowers,4,starter,,
1937/38,8,Clark,5,starter,,
1937/38,8,Spencer R,6,starter,,
1937/38,8,Eden,7,starter,,
1937/38,8,Cassidy,8,starter,,
1937/38,8,Waring,9,starter,,
1937/38,8,Kearney,10,starter,,
1937/38,8,Mayson,11,starter,,
1937/38,9,Lewis,1,starter,,
1937/38,9,Hamilton,2,starter,,
1937/38,9,Wassell,3,starter,,
1937/38,9,Flowers,4,starter,,
1937/38,9,Clark,5,starter,,
1937/38,9,Anderson,6,starter,,
1937/38,9,Eden,7,starter,,
1937/38,9,Jones,8,starter,,
1937/38,9,Waring,9,starter,,
1937/38,9,Cassidy,10,starter,,
1937/38,9,Duff,11,starter,,
1937/38,10,Lewis,1,starter,,
1937/38,10,Hamilton,2,starter,,
1937/38,10,Wassell,3,starter,,
1937/38,10,Flowers,4,starter,,
1937/38,10,Clark,5,starter,,
1937/38,10,Anderson,6,starter,,
1937/38,10,Eden,7,starter,,
1937/38,10,Jones,8,starter,,
1937/38,10,Waring,9,starter,,
1937/38,10,Cassidy,10,starter,,
1937/38,10,Duff,11,starter,,
1937/38,11,Lewis,1,starter,,
1937/38,11,Hamilton,2,starter,,
1937/38,11,Wassell,3,starter,,
1937/38,11,Flowers,4,starter,,
1937/38,11,Clark,5,starter,,
1937/38,11,Spencer R,6,starter,,
1937/38,11,Eden,7,starter,,
1937/38,11,Jones,8,starter,,
1937/38,11,Waring,9,starter,,
1937/38,11,Cassidy,10,starter,,
1937/38,11,Duff,11,starter,,
1937/38,12,Curnow,1,starter,,
1937/38,12,Hamilton,2,starter,,
1937/38,12,Wassell,3,starter,,
1937/38,12,Flowers,4,starter,,
1937/38,12,Clark,5,starter,,
1937/38,12,Spencer R,6,starter,,
1937/38,12,Eden,7,starter,,
1937/38,12,Jones,8,starter,,
1937/38,12,Waring,9,starter,,
1937/38,12,Cassidy,10,starter,,
1937/38,12,Duff,11,starter,,
1937/38,13,Curnow,1,starter,,
1937/38,13,Hamilton,2,starter,,
1937/38,13,Wassell,3,starter,,
1937/38,13,Flowers,4,starter,,
1937/38,13,Clark,5,starter,,
1937/38,13,Spencer R,6,starter,,
1937/38,13,Eden,7,starter,,
1937/38,13,Jones,8,starter,,
1937/38,13,Waring,9,starter,,
1937/38,13,Cassidy,10,starter,,
1937/38,13,Duff,11,starter,,
1937/38,14,Curnow,1,starter,,
1937/38,14,Hamilton,2,starter,,
1937/38,14,Wassell,3,starter,,
1937/38,14,Flowers,4,starter,,
1937/38,14,Clark,5,starter,,
1937/38,14,Spencer R,6,starter,,
1937/38,14,Eden,7,starter,,
1937/38,14,Jones,8,starter,,
1937/38,14,Waring,9,starter,,
1937/38,14,Cassidy,10,starter,,
1937/38,14,Duff,11,starter,,
1937/38,15,Curnow,1,starter,,
1937/38,15,Hamilton,2,starter,,
1937/38,15,Wassell,3,starter,,
1937/38,15,Flowers,4,starter,,
1937/38,15,Clark,5,starter,,
1937/38,15,Spencer R,6,starter,,
1937/38,15,Eden,7,starter,,
1937/38,15,Jones,8,starter,,
1937/38,15,Waring,9,starter,,
1937/38,15,Cassidy,10,starter,,
1937/38,15,Duff,11,starter,,
1937/38,16,Curnow,1,starter,,
1937/38,16,Hamilton,2,starter,,
1937/38,16,Wassell,3,starter,,
1937/38,16,Flowers,4,starter,,
1937/38,16,Clark,5,starter,,
1937/38,16,Spencer R,6,starter,,
1937/38,16,Eden,7,starter,,
1937/38,16,Waring,8,starter,,
1937/38,16,Buckley,9,starter,,
1937/38,16,King,10,starter,,
1937/38,16,Mayson,11,starter,,
1937/38,17,Curnow,1,starter,,
1937/38,17,Wassell,2,starter,,
1937/38,17,Amery,3,starter,,
1937/38,17,Flowers,4,starter,,
1937/38,17,Clark,5,starter,,
1937/38,17,Spencer R,6,starter,,
1937/38,17,Dellow,7,starter,,
1937/38,17,Waring,8,starter,,
1937/38,17,Buckley,9,starter,,
1937/38,17,King,10,starter,,
1937/38,17,Duff,11,starter,,
1937/38,18,Curnow,1,starter,,
1937/38,18,Hamilton,2,starter,,
1937/38,18,Wassell,3,starter,,
1937/38,18,Flowers,4,starter,,
1937/38,18,Clark,5,starter,,
1937/38,18,Spencer R,6,starter,,
1937/38,18,Dellow,7,starter,,
1937/38,18,Waring,8,starter,,
1937/38,18,Buckley,9,starter,,
1937/38,18,King,10,starter,,
1937/38,18,Eden,11,starter,,
1937/38,19,Curnow,1,starter,,
1937/38,19,Hamilton,2,starter,,
1937/38,19,Wassell,3,starter,,
1937/38,19,Flowers,4,starter,,
1937/38,19,Clark,5,starter,,
1937/38,19,Spencer R,6,starter,,
1937/38,19,Dellow,7,starter,,
1937/38,19,Waring,8,starter,,
1937/38,19,Buckley,9,starter,,
1937/38,19,King,10,starter,,
1937/38,19,Eden,11,starter,,
1937/38,20,Curnow,1,starter,,
1937/38,20,Hamilton,2,starter,,
1937/38,20,Wassell,3,starter,,
1937/38,20,Flowers,4,starter,,
1937/38,20,Clark,5,starter,,
1937/38,20,Spencer R,6,starter,,
1937/38,20,Dellow,7,starter,,
1937/38,20,Waring,8,starter,,
1937/38,20,Buckley,9,starter,,
1937/38,20,King,10,starter,,
1937/38,20,Eden,11,starter,,
1937/38,21,Curnow,1,starter,,
1937/38,21,Hamilton,2,starter,,
1937/38,21,Wassell,3,starter,,
1937/38,21,Flowers,4,starter,,
1937/38,21,Clark,5,starter,,
1937/38,21,Spencer R,6,starter,,
1937/38,21,Dellow,7,starter,,
1937/38,21,Waring,8,starter,,
1937/38,21,Buckley,9,starter,,
1937/38,21,King,10,starter,,
1937/38,21,Eden,11,starter,,
1937/38,22,Curnow,1,starter,,
1937/38,22,Hamilton,2,starter,,
1937/38,22,Wassell,3,starter,,
1937/38,22,Flowers,4,starter,,
1937/38,22,Clark,5,starter,,
1937/38,22,Spencer R,6,starter,,
1937/38,22,Dellow,7,starter,,
1937/38,22,Cassidy,8,starter,,
1937/38,22,Buckley,9,starter,,
1937/38,22,King,10,starter,,
1937/38,22,Eden,11,starter,,
1937/38,23,Curnow,1,starter,,
1937/38,23,Hamilton,2,starter,,
1937/38,23,Wassell,3,starter,,
1937/38,23,Flowers,4,starter,,
1937/38,23,Clark,5,starter,,
1937/38,23,Spencer R,6,starter,,
1937/38,23,Dellow,7,starter,,
1937/38,23,Cassidy,8,starter,,
1937/38,23,Buckley,9,starter,,
1937/38,23,King,10,starter,,
1937/38,23,Eden,11,starter,,
1937/38,24,Curnow,1,starter,,
1937/38,24,Hamilton,2,starter,,
1937/38,24,Wassell,3,starter,,
1937/38,24,Flowers,4,starter,,
1937/38,24,Clark,5,starter,,
1937/38,24,Spencer R,6,starter,,
1937/38,24,Dellow,7,starter,,
1937/38,24,Waring,8,starter,,
1937/38,24,Buckley,9,starter,,
1937/38,24,King,10,starter,,
1937/38,24,Eden,11,starter,,
1937/38,25,Curnow,1,starter,,
1937/38,25,Hamilton,2,starter,,
1937/38,25,Wassell,3,starter,,
1937/38,25,Anderson,4,starter,,
1937/38,25,Clark,5,starter,,
1937/38,25,Spencer R,6,starter,,
1937/38,25,Dellow,7,starter,,
1937/38,25,Waring,8,starter,,
1937/38,25,Jones,9,starter,,
1937/38,25,Buckley,10,starter,,
1937/38,25,Eden,11,starter,,
1937/38,26,Curnow,1,starter,,
1937/38,26,Hamilton,2,starter,,
1937/38,26,Wassell,3,starter,,
1937/38,26,Anderson,4,starter,,
1937/38,26,Clark,5,starter,,
1937/38,26,Spencer R,6,starter,,
1937/38,26,Dellow,7,starter,,
1937/38,26,Waring,8,starter,,
1937/38,26,Jones,9,starter,,
1937/38,26,King,10,starter,,
1937/38,26,Eden,11,starter,,
1937/38,27,Curnow,1,starter,,
1937/38,27,Hamilton,2,starter,,
1937/38,27,Wassell,3,starter,,
1937/38,27,Anderson,4,starter,,
1937/38,27,Clark,5,starter,,
1937/38,27,Spencer R,6,starter,,
1937/38,27,Dellow,7,starter,,
1937/38,27,Waring,8,starter,,
1937/38,27,Jones,9,starter,,
1937/38,27,King,10,starter,,
1937/38,27,Eden,11,starter,,
1937/38,28,Curnow,1,starter,,
1937/38,28,Hamilton,2,starter,,
1937/38,28,Wassell,3,starter,,
1937/38,28,Anderson,4,starter,,
1937/38,28,Clark,5,starter,,
1937/38,28,Spencer R,6,starter,,
1937/38,28,Dellow,7,starter,,
1937/38,28,Waring,8,starter,,
1937/38,28,Jones,9,starter,,
1937/38,28,King,10,starter,,
1937/38,28,Eden,11,starter,,
1937/38,29,Curnow,1,starter,,
1937/38,29,Hamilton,2,starter,,
1937/38,29,Wassell,3,starter,,
1937/38,29,Anderson,4,starter,,
1937/38,29,Clark,5,starter,,
1937/38,29,Spencer R,6,starter,,
1937/38,29,Dellow,7,starter,,
1937/38,29,Waring,8,starter,,
1937/38,29,Jones,9,starter,,
1937/38,29,King,10,starter,,
1937/38,29,Eden,11,starter,,
1937/38,30,Curnow,1,starter,,
1937/38,30,Hamilton,2,starter,,
1937/38,30,Wassell,3,starter,,
1937/38,30,Anderson,4,starter,,
1937/38,30,Clark,5,starter,,
1937/38,30,Spencer R,6,starter,,
1937/38,30,Dellow,7,starter,,
1937/38,30,Waring,8,starter,,
1937/38,30,Jones,9,starter,,
1937/38,30,Buckley,10,starter,,
1937/38,30,Eden,11,starter,,
1937/38,31,Curnow,1,starter,,
1937/38,31,Hamilton,2,starter,,
1937/38,31,Wassell,3,starter,,
1937/38,31,Anderson,4,starter,,
1937/38,31,Clark,5,starter,,
1937/38,31,Spencer R,6,starter,,
1937/38,31,Dellow,7,starter,,
1937/38,31,Waring,8,starter,,
1937/38,31,Jones,9,starter,,
1937/38,31,Buckley,10,starter,,
1937/38,31,Eden,11,starter,,
1937/38,32,Curnow,1,starter,,
1937/38,32,Hamilton,2,starter,,
1937/38,32,Wassell,3,starter,,
1937/38,32,Anderson,4,starter,,
1937/38,32,Clark,5,starter,,
1937/38,32,Spencer R,6,starter,,
1937/38,32,Dellow,7,starter,,
1937/38,32,Waring,8,starter,,
1937/38,32,Davis,9,starter,,
1937/38,32,Buckley,10,starter,,
1937/38,32,Eden,11,starter,,
1937/38,33,Curnow,1,starter,,
1937/38,33,Hamilton,2,starter,,
1937/38,33,Wassell,3,starter,,
1937/38,33,Anderson,4,starter,,
1937/38,33,Clark,5,starter,,
1937/38,33,Spencer R,6,starter,,
1937/38,33,Dellow,7,starter,,
1937/38,33,Waring,8,starter,,
1937/38,33,Davis,9,starter,,
1937/38,33,Buckley,10,starter,,
1937/38,33,Eden,11,starter,,
1937/38,34,Curnow,1,starter,,
1937/38,34,Hamilton,2,starter,,
1937/38,34,Wassell,3,starter,,
1937/38,34,Anderson,4,starter,,
1937/38,34,Clark,5,starter,,
1937/38,34,Spencer R,6,starter,,
1937/38,34,Dellow,7,starter,,
1937/38,34,Waring,8,starter,,
1937/38,34,Davis,9,starter,,
1937/38,34,Buckley,10,starter,,
1937/38,34,Griffiths,11,starter,,
1937/38,35,Curnow,1,starter,,
1937/38,35,Hamilton,2,starter,,
1937/38,35,Wassell,3,starter,,
1937/38,35,Anderson,4,starter,,
1937/38,35,Clark,5,starter,,
1937/38,35,Spencer R,6,starter,,
1937/38,35,Dellow,7,starter,,
1937/38,35,Waring,8,starter,,
1937/38,35,Davis,9,starter,,
1937/38,35,Cassidy,10,starter,,
1937/38,35,Griffiths,11,starter,,
1937/38,36,Curnow,1,starter,,
1937/38,36,Hamilton,2,starter,,
1937/38,36,Wassell,3,starter,,
1937/38,36,Anderson,4,starter,,
1937/38,36,Clark,5,starter,,
1937/38,36,Spencer R,6,starter,,
1937/38,36,Dellow,7,starter,,
1937/38,36,Waring,8,starter,,
1937/38,36,Davis,9,starter,,
1937/38,36,Cassidy,10,starter,,
1937/38,36,Griffiths,11,starter,,
1937/38,37,Curnow,1,starter,,
1937/38,37,Hamilton,2,starter,,
1937/38,37,Wassell,3,starter,,
1937/38,37,Anderson,4,starter,,
1937/38,37,Clark,5,starter,,
1937/38,37,Spencer R,6,starter,,
1937/38,37,Dellow,7,starter,,
1937/38,37,Cassidy,8,starter,,
1937/38,37,Waring,9,starter,,
1937/38,37,Buckley,10,starter,,
1937/38,37,Eden,11,starter,,
1937/38,38,Curnow,1,starter,,
1937/38,38,Hamilton,2,starter,,
1937/38,38,Wassell,3,starter,,
1937/38,38,Anderson,4,starter,,
1937/38,38,Clark,5,starter,,
1937/38,38,Spencer R,6,starter,,
1937/38,38,Dellow,7,starter,,
1937/38,38,Jones,8,starter,,
1937/38,38,Waring,9,starter,,
1937/38,38,Cassidy,10,starter,,
1937/38,38,Eden,11,starter,,
1937/38,39,Curnow,1,starter,,
1937/38,39,Hamilton,2,starter,,
1937/38,39,Wassell,3,starter,,
1937/38,39,Anderson,4,starter,,
1937/38,39,Clark,5,starter,,
1937/38,39,Spencer R,6,starter,,
1937/38,39,Dellow,7,starter,,
1937/38,39,Jones,8,starter,,
1937/38,39,Waring,9,starter,,
1937/38,39,Cassidy,10,starter,,
1937/38,39,Eden,11,starter,,
1937/38,40,Curnow,1,starter,,
1937/38,40,Hamilton,2,starter,,
1937/38,40,Wassell,3,starter,,
1937/38,40,Anderson,4,starter,,
1937/38,40,Clark,5,starter,,
1937/38,40,Spencer R,6,starter,,
1937/38,40,Dellow,7,starter,,
1937/38,40,Jones,8,starter,,
1937/38,40,Waring,9,starter,,
1937/38,40,Cassidy,10,starter,,
1937/38,40,Eden,11,starter,,
1937/38,41,Curnow,1,starter,,
1937/38,41,Hamilton,2,starter,,
1937/38,41,Wassell,3,starter,,
1937/38,41,Anderson,4,starter,,
1937/38,41,Clark,5,starter,,
1937/38,41,Spencer R,6,starter,,
1937/38,41,Dellow,7,starter,,
1937/38,41,Davis,8,starter,,
1937/38,41,Waring,9,starter,,
1937/38,41,Cassidy,10,starter,,
1937/38,41,Eden,11,starter,,
1937/38,42,Curnow,1,starter,,
1937/38,42,Hamilton,2,starter,,
1937/38,42,Wassell,3,starter,,
1937/38,42,Anderson,4,starter,,
1937/38,42,Clark,5,starter,,
1937/38,42,Spencer R,6,starter,,
1937/38,42,Dellow,7,starter,,
1937/38,42,Davis,8,starter,,
1937/38,42,Waring,9,starter,,
1937/38,42,Cassidy,10,starter,,
1937/38,42,Eden,11,starter,,
1937/38,43,Curnow,1,starter,,
1937/38,43,Hamilton,2,starter,,
1937/38,43,Wassell,3,starter,,
1937/38,43,Anderson,4,starter,,
1937/38,43,Clark,5,starter,,
1937/38,43,Spencer R,6,starter,,
1937/38,43,Dellow,7,starter,,
1937/38,43,Davis,8,starter,,
1937/38,43,Waring,9,starter,,
1937/38,43,Cassidy,10,starter,,
1937/38,43,Eden,11,starter,,
1937/38,44,Curnow,1,starter,,
1937/38,44,Hamilton,2,starter,,
1937/38,44,Wassell,3,starter,,
1937/38,44,Anderson,4,starter,,
1937/38,44,Clark,5,starter,,
1937/38,44,Spencer R,6,starter,,
1937/38,44,Dellow,7,starter,,
1937/38,44,Davis,8,starter,,
1937/38,44,Waring,9,starter,,
1937/38,44,Cassidy,10,starter,,
1937/38,44,Eden,11,starter,,
1937/38,45,Curnow,1,starter,,
1937/38,45,Hamilton,2,starter,,
1937/38,45,Wassell,3,starter,,
1937/38,45,Anderson,4,starter,,
1937/38,45,Clark,5,starter,,
1937/38,45,Spencer R,6,starter,,
1937/38,45,Dellow,7,starter,,
1937/38,45,Davis,8,starter,,
1937/38,45,Waring,9,starter,,
1937/38,45,King,10,starter,,
1937/38,45,Eden,11,starter,,
1938/39,1,Curnow,1,starter,,
1938/39,1,Hamilton,2,starter,,
1938/39,1,Wassell,3,starter,,
1938/39,1,Anderson,4,starter,,
1938/39,1,Clark,5,starter,,
1938/39,1,Day,6,starter,,
1938/39,1,Dellow,7,starter,,
1938/39,1,Cassidy,8,starter,,
1938/39,1,Waring,9,starter,,
1938/39,1,Docking,10,starter,,
1938/39,1,Eden,11,starter,,
1938/39,2,Curnow,1,starter,,
1938/39,2,Hamilton,2,starter,,
1938/39,2,Wassell,3,starter,,
1938/39,2,Flowers,4,starter,,
