season,game_no,player_name,goals_scored,game_date,opposition,venue,score,goals_for,goals_against,generic_comp,game_type,league_tier,manager
2008/09,14,Chris Shuker,1,2008-10-18,Leyton Orient,A,1-0,1,0,Football League,League,3,Ronnie Moore
2008/09,15,Bas Savage,1,2008-10-21,Cheltenham Town,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,15,Edrissa Sonko,1,2008-10-21,Cheltenham Town,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,16,Steven Jennings,1,2008-10-24,Crewe Alexandra,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,16,Chris Shuker,1,2008-10-24,Crewe Alexandra,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,19,Ryan Shotton,1,2008-11-04,Morecambe,H,1-0,1,0,Associate Members' Cup,Cup,NA,Ronnie Moore
2008/09,21,Chris Shuker,1,2008-11-13,Accrington Stanley,H,1-0,1,0,FA Cup,Cup,NA,Ronnie Moore
2008/09,22,Bas Savage,1,2008-11-15,Southend United,H,2-2,2,2,Football League,League,3,Ronnie Moore
2008/09,22,Ian Thomas-Moore,1,2008-11-15,Southend United,H,2-2,2,2,Football League,League,3,Ronnie Moore
2008/09,24,Ryan Shotton,1,2008-11-25,Scunthorpe United,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,24,Edrissa Sonko,1,2008-11-25,Scunthorpe United,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,26,Anthony Kay,1,2008-12-06,Leeds United,H,2-1,2,1,Football League,League,3,Ronnie Moore
2008/09,26,Ian Thomas-Moore,1,2008-12-06,Leeds United,H,2-1,2,1,Football League,League,3,Ronnie Moore
2008/09,27,Anthony Kay,1,2008-12-09,Peterborough United,H,1-2,1,2,FA Cup,Cup,NA,Ronnie Moore
2008/09,29,Ian Thomas-Moore,1,2008-12-16,Scunthorpe United,A,1-2,1,2,Associate Members' Cup,Cup,NA,Ronnie Moore
2008/09,30,Anthony Kay,1,2008-12-20,Brighton and Hove Albion,H,1-0,1,0,Football League,League,3,Ronnie Moore
2008/09,31,Edrissa Sonko,2,2008-12-26,Hereford United,A,2-2,2,2,Football League,League,3,Ronnie Moore
2008/09,32,Ian Goodison,1,2008-12-28,Walsall,H,2-1,2,1,Football League,League,3,Ronnie Moore
2008/09,32,Anthony Kay,1,2008-12-28,Walsall,H,2-1,2,1,Football League,League,3,Ronnie Moore
2008/09,34,Gareth Edds,1,2009-01-24,Carlisle United,H,4-1,4,1,Football League,League,3,Ronnie Moore
2008/09,34,Steven Jennings,1,2009-01-24,Carlisle United,H,4-1,4,1,Football League,League,3,Ronnie Moore
2008/09,34,Ian Thomas-Moore,2,2009-01-24,Carlisle United,H,4-1,4,1,Football League,League,3,Ronnie Moore
2008/09,35,Gareth Edds,1,2009-01-27,Stockport County,H,2-1,2,1,Football League,League,3,Ronnie Moore
2008/09,35,Ian Thomas-Moore,1,2009-01-27,Stockport County,H,2-1,2,1,Football League,League,3,Ronnie Moore
2008/09,36,Anthony Kay,1,2009-01-31,Crewe Alexandra,A,1-2,1,2,Football League,League,3,Ronnie Moore
2008/09,38,Ryan Shotton,1,2009-02-10,Colchester United,A,1-0,1,0,Football League,League,3,Ronnie Moore
2008/09,39,Ian Thomas-Moore,1,2009-02-14,Southend United,A,1-2,1,2,Football League,League,3,Ronnie Moore
2008/09,40,Charlie Barnett,1,2009-02-17,Peterborough United,H,1-1,1,1,Football League,League,3,Ronnie Moore
2008/09,41,Terry Gornell,1,2009-02-21,Milton Keynes Dons,H,1-1,1,1,Football League,League,3,Ronnie Moore
2008/09,42,Anthony Kay,1,2009-02-28,Swindon Town,H,1-0,1,0,Football League,League,3,Ronnie Moore
2008/09,43,Ben Chorley,1,2009-03-03,Hartlepool United,A,1-2,1,2,Football League,League,3,Ronnie Moore
2008/09,44,Bas Savage,1,2009-03-07,Northampton Town,A,1-1,1,1,Football League,League,3,Ronnie Moore
2008/09,45,Steven Jennings,1,2009-03-11,Leicester City,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,45,Anthony Kay,1,2009-03-11,Leicester City,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,46,Anthony Kay,2,2009-03-14,Huddersfield Town,H,3-1,3,1,Football League,League,3,Ronnie Moore
2008/09,46,Bas Savage,1,2009-03-14,Huddersfield Town,H,3-1,3,1,Football League,League,3,Ronnie Moore
2008/09,48,Charlie Barnett,1,2009-03-21,Oldham Athletic,A,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,48,Ian Thomas-Moore,1,2009-03-21,Oldham Athletic,A,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,50,Aaron Cresswell,1,2009-04-05,Bristol Rovers,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,50,Ian Thomas-Moore,1,2009-04-05,Bristol Rovers,H,2-0,2,0,Football League,League,3,Ronnie Moore
2008/09,51,Bas Savage,1,2009-04-11,Walsall,A,1-0,1,0,Football League,League,3,Ronnie Moore
2008/09,52,Charlie Barnett,1,2009-04-13,Hereford United,H,2-1,2,1,Football League,League,3,Ronnie Moore
2008/09,52,Bas Savage,1,2009-04-13,Hereford United,H,2-1,2,1,Football League,League,3,Ronnie Moore
2008/09,54,Anthony Kay,1,2009-04-25,Yeovil Town,H,1-1,1,1,Football League,League,3,Ronnie Moore
2008/09,55,Craig Carl Curran,1,2009-05-02,Scunthorpe United,A,1-1,1,1,Football League,League,3,Ronnie Moore
2009/10,2,Craig Carl Curran,1,2009-08-11,Grimsby Town,H,4-0,4,0,League Cup,Cup,NA,John Barnes
2009/10,2,Gareth Edds,1,2009-08-11,Grimsby Town,H,4-0,4,0,League Cup,Cup,NA,John Barnes
2009/10,2,Paul McLaren,1,2009-08-11,Grimsby Town,H,4-0,4,0,League Cup,Cup,NA,John Barnes
2009/10,2,Ian Thomas-Moore,1,2009-08-11,Grimsby Town,H,4-0,4,0,League Cup,Cup,NA,John Barnes
2009/10,3,Terry Gornell,1,2009-08-15,Gillingham,H,4-2,4,2,Football League,League,3,John Barnes
2009/10,3,Ian Thomas-Moore,2,2009-08-15,Gillingham,H,4-2,4,2,Football League,League,3,John Barnes
2009/10,3,John Welsh,1,2009-08-15,Gillingham,H,4-2,4,2,Football League,League,3,John Barnes
2009/10,9,Alan Mahon,1,2009-09-12,Walsall,H,2-3,2,3,Football League,League,3,John Barnes
2009/10,9,Chris Shuker,1,2009-09-12,Walsall,H,2-3,2,3,Football League,League,3,John Barnes
2009/10,10,Michael Ricketts,1,2009-09-19,Exeter City,A,1-2,1,2,Football League,League,3,John Barnes
2009/10,11,John Welsh,1,2009-09-26,Colchester United,H,1-1,1,1,Football League,League,3,John Barnes
2009/10,12,Ian Thomas-Moore,1,2009-09-29,Wycombe Wanderers,A,1-0,1,0,Football League,League,3,John Barnes
2009/10,14,Craig Carl Curran,1,2009-10-06,Bury,A,1-2,1,2,Associate Members' Cup,Cup,NA,John Barnes
2009/10,16,Gareth Edds,1,2009-10-17,Brighton and Hove Albion,H,2-1,2,1,Football League,League,3,Les Parry
2009/10,16,John Welsh,1,2009-10-17,Brighton and Hove Albion,H,2-1,2,1,Football League,League,3,Les Parry
2009/10,18,Chris Shuker,1,2009-10-31,Swindon Town,H,1-4,1,4,Football League,League,3,Les Parry
2009/10,19,Chris Shuker,1,2009-11-07,Leyton Orient,H,1-1,1,1,FA Cup,Cup,NA,Les Parry
2009/10,21,Ash Taylor,1,2009-11-17,Leyton Orient,A,1-0,1,0,FA Cup,Cup,NA,Les Parry
2009/10,22,Charlie Barnett,1,2009-11-21,Leyton Orient,A,1-2,1,2,Football League,League,3,Les Parry
2009/10,23,Ian Goodison,1,2009-11-24,Southend United,H,2-0,2,0,Football League,League,3,Les Parry
2009/10,23,Terry Gornell,1,2009-11-24,Southend United,H,2-0,2,0,Football League,League,3,Les Parry
2009/10,25,Craig Carl Curran,1,2009-12-01,Huddersfield Town,A,3-3,3,3,Football League,League,3,Les Parry
2009/10,25,Michael Ricketts,1,2009-12-01,Huddersfield Town,A,3-3,3,3,Football League,League,3,Les Parry
2009/10,25,Ian Thomas-Moore,1,2009-12-01,Huddersfield Town,A,3-3,3,3,Football League,League,3,Les Parry
2009/10,26,Craig Carl Curran,1,2009-12-05,Brentford,H,1-0,1,0,Football League,League,3,Les Parry
2009/10,27,Terry Gornell,1,2009-12-08,Aldershot Town,A,2-1,2,1,FA Cup,Cup,NA,Les Parry
2009/10,27,Ian Thomas-Moore,1,2009-12-08,Aldershot Town,A,2-1,2,1,FA Cup,Cup,NA,Les Parry
2009/10,29,Craig Carl Curran,1,2009-12-19,Bristol Rovers,H,2-0,2,0,Football League,League,3,Les Parry
2009/10,29,Gareth Edds,1,2009-12-19,Bristol Rovers,H,2-0,2,0,Football League,League,3,Les Parry
2009/10,34,Ash Taylor,1,2010-01-26,Yeovil Town,H,2-1,2,1,Football League,League,3,Les Parry
2009/10,34,Ian Thomas-Moore,1,2010-01-26,Yeovil Town,H,2-1,2,1,Football League,League,3,Les Parry
2009/10,37,Ian Thomas-Moore,1,2010-02-09,Gillingham,A,1-0,1,0,Football League,League,3,Les Parry
2009/10,38,Ian Goodison,1,2010-02-13,Southend United,A,1-1,1,1,Football League,League,3,Les Parry
2009/10,39,Marvin Sordell,1,2010-02-20,Leyton Orient,H,2-1,2,1,Football League,League,3,Les Parry
2009/10,39,Ian Thomas-Moore,1,2010-02-20,Leyton Orient,H,2-1,2,1,Football League,League,3,Les Parry
2009/10,41,Marlon Broomes,1,2010-03-06,Southampton,H,2-1,2,1,Football League,League,3,Les Parry
2009/10,41,Ian Thomas-Moore,1,2010-03-06,Southampton,H,2-1,2,1,Football League,League,3,Les Parry
2009/10,42,John Welsh,1,2010-03-09,Leeds United,H,1-4,1,4,Football League,League,3,Les Parry
2009/10,46,Craig Carl Curran,1,2010-04-02,Norwich City,H,3-1,3,1,Football League,League,3,Les Parry
2009/10,46,Ian Thomas-Moore,2,2010-04-02,Norwich City,H,3-1,3,1,Football League,League,3,Les Parry
2009/10,50,Craig Carl Curran,1,2010-04-17,Exeter City,H,3-1,3,1,Football League,League,3,Les Parry
2009/10,50,Gareth Edds,1,2010-04-17,Exeter City,H,3-1,3,1,Football League,League,3,Les Parry
2009/10,50,Joss Labadie,1,2010-04-17,Exeter City,H,3-1,3,1,Football League,League,3,Les Parry
2009/10,51,Joss Labadie,1,2010-04-20,Brentford,A,1-2,1,2,Football League,League,3,Les Parry
2009/10,52,Ian Thomas-Moore,1,2010-04-24,Colchester United,A,1-1,1,1,Football League,League,3,Les Parry
2009/10,53,Andy Robinson,1,2010-05-01,Millwall,H,2-0,2,0,Football League,League,3,Les Parry
2009/10,53,Ian Thomas-Moore,1,2010-05-01,Millwall,H,2-0,2,0,Football League,League,3,Les Parry
2009/10,54,Ian Goodison,1,2010-05-08,Stockport County,A,3-0,3,0,Football League,League,3,Les Parry
2009/10,54,Joss Labadie,1,2010-05-08,Stockport County,A,3-0,3,0,Football League,League,3,Les Parry
2009/10,54,Ian Thomas-Moore,1,2010-05-08,Stockport County,A,3-0,3,0,Football League,League,3,Les Parry
2010/11,1,Ian Thomas-Moore,1,2010-08-07,Oldham Athletic,H,1-2,1,2,Football League,League,3,Les Parry
2010/11,2,Ian Goodison,1,2010-08-10,Walsall,A,1-0,1,0,League Cup,Cup,NA,Les Parry
2010/11,5,Enoch Showunmi,1,2010-08-24,Swansea City,H,1-3,1,3,League Cup,Cup,NA,Les Parry
2010/11,6,Aaron Cresswell,1,2010-08-28,Dagenham and Redbridge,A,2-2,2,2,Football League,League,3,Les Parry
2010/11,6,Enoch Showunmi,1,2010-08-28,Dagenham and Redbridge,A,2-2,2,2,Football League,League,3,Les Parry
2010/11,7,Enoch Showunmi,1,2010-08-31,Accrington Stanley,H,1-1,1,1,Associate Members' Cup,Cup,NA,Les Parry
2010/11,8,Arnaud Mendy,1,2010-09-04,Peterborough United,H,1-0,1,0,Football League,League,3,Les Parry
2010/11,9,Ian Thomas-Moore,1,2010-09-11,Yeovil Town,A,1-3,1,3,Football League,League,3,Les Parry
2010/11,10,Enoch Showunmi,1,2010-09-18,Charlton Athletic,H,1-1,1,1,Football League,League,3,Les Parry
2010/11,11,Enoch Showunmi,1,2010-09-25,Colchester United,A,1-3,1,3,Football League,League,3,Les Parry
2010/11,12,Dale Jennings,1,2010-09-28,Bristol Rovers,A,1-0,1,0,Football League,League,3,Les Parry
2010/11,13,Aaron Cresswell,1,2010-10-02,Brighton and Hove Albion,H,1-1,1,1,Football League,League,3,Les Parry
2010/11,16,Enoch Showunmi,1,2010-10-23,Walsall,A,4-1,4,1,Football League,League,3,Les Parry
2010/11,16,Ian Thomas-Moore,1,2010-10-23,Walsall,A,4-1,4,1,Football League,League,3,Les Parry
2010/11,16,John Welsh,2,2010-10-23,Walsall,A,4-1,4,1,Football League,League,3,Les Parry
2010/11,18,Dale Jennings,2,2010-10-30,Milton Keynes Dons,H,4-2,4,2,Football League,League,3,Les Parry
2010/11,18,Ian Thomas-Moore,2,2010-10-30,Milton Keynes Dons,H,4-2,4,2,Football League,League,3,Les Parry
2010/11,20,Aaron Cresswell,1,2010-11-06,AFC Bournemouth,A,3-5,3,5,FA Cup,Cup,NA,Les Parry
2010/11,20,Ian Goodison,1,2010-11-06,AFC Bournemouth,A,3-5,3,5,FA Cup,Cup,NA,Les Parry
2010/11,20,Ian Thomas-Moore,1,2010-11-06,AFC Bournemouth,A,3-5,3,5,FA Cup,Cup,NA,Les Parry
2010/11,21,Ian Thomas-Moore,1,2010-11-09,Bury,A,1-0,1,0,Associate Members' Cup,Cup,NA,Les Parry
2010/11,22,Dale Jennings,1,2010-11-13,Plymouth Argyle,H,1-0,1,0,Football League,League,3,Les Parry
2010/11,23,Enoch Showunmi,1,2010-11-20,Notts County,A,1-0,1,0,Football League,League,3,Les Parry
2010/11,25,Scott Wootton,1,2010-12-11,Leyton Orient,H,1-2,1,2,Football League,League,3,Les Parry
2010/11,27,Joss Labadie,1,2011-01-01,Rochdale,A,2-3,2,3,Football League,League,3,Les Parry
2010/11,27,Ian Thomas-Moore,1,2011-01-01,Rochdale,A,2-3,2,3,Football League,League,3,Les Parry
2010/11,28,Ian Goodison,1,2011-01-03,Carlisle United,H,2-1,2,1,Football League,League,3,Les Parry
2010/11,28,Ian Thomas-Moore,1,2011-01-03,Carlisle United,H,2-1,2,1,Football League,League,3,Les Parry
2010/11,29,Aaron Cresswell,1,2011-01-08,Walsall,H,3-3,3,3,Football League,League,3,Les Parry
2010/11,29,Lateef Elford Alliyu,1,2011-01-08,Walsall,H,3-3,3,3,Football League,League,3,Les Parry
2010/11,31,Dale Jennings,1,2011-01-22,Southampton,H,2-0,2,0,Football League,League,3,Les Parry
2010/11,31,John Welsh,1,2011-01-22,Southampton,H,2-0,2,0,Football League,League,3,Les Parry
2010/11,33,Lateef Elford Alliyu,1,2011-02-01,Rochdale,H,1-1,1,1,Football League,League,3,Les Parry
2010/11,34,Lateef Elford Alliyu,2,2011-02-12,Plymouth Argyle,A,3-1,3,1,Football League,League,3,Les Parry
2010/11,34,Enoch Showunmi,1,2011-02-12,Plymouth Argyle,A,3-1,3,1,Football League,League,3,Les Parry
2010/11,35,Lateef Elford Alliyu,1,2011-02-15,Sheffield Wednesday,H,3-0,3,0,Football League,League,3,Les Parry
2010/11,35,Ian Goodison,1,2011-02-15,Sheffield Wednesday,H,3-0,3,0,Football League,League,3,Les Parry
2010/11,35,Enoch Showunmi,1,2011-02-15,Sheffield Wednesday,H,3-0,3,0,Football League,League,3,Les Parry
2010/11,36,John Welsh,1,2011-02-19,Peterborough United,A,1-2,1,2,Football League,League,3,Les Parry
2010/11,37,Joss Labadie,1,2011-02-22,Brentford,A,1-2,1,2,Football League,League,3,Les Parry
2010/11,39,Zoumana Bakayogo,1,2011-03-01,Exeter City,A,1-1,1,1,Football League,League,3,Les Parry
2010/11,40,Enoch Showunmi,1,2011-03-05,Charlton Athletic,A,1-1,1,1,Football League,League,3,Les Parry
2010/11,43,Enoch Showunmi,1,2011-03-19,Colchester United,H,1-0,1,0,Football League,League,3,Les Parry
2010/11,47,Ian Goodison,1,2011-04-09,AFC Bournemouth,A,2-1,2,1,Football League,League,3,Les Parry
2010/11,47,Adam McGurk,1,2011-04-09,AFC Bournemouth,A,2-1,2,1,Football League,League,3,Les Parry
2010/11,48,Ian Goodison,1,2011-04-16,Dagenham and Redbridge,H,2-0,2,0,Football League,League,3,Les Parry
2010/11,48,Enoch Showunmi,1,2011-04-16,Dagenham and Redbridge,H,2-0,2,0,Football League,League,3,Les Parry
2010/11,50,Dale Jennings,1,2011-04-22,Hartlepool United,A,1-1,1,1,Football League,League,3,Les Parry
2010/11,51,Lucas Akins,2,2011-04-25,Exeter City,H,4-0,4,0,Football League,League,3,Les Parry
2010/11,51,Michael Kay,1,2011-04-25,Exeter City,H,4-0,4,0,Football League,League,3,Les Parry
2010/11,51,Enoch Showunmi,1,2011-04-25,Exeter City,H,4-0,4,0,Football League,League,3,Les Parry
2010/11,52,Aaron Cresswell,1,2011-04-30,Leyton Orient,A,3-0,3,0,Football League,League,3,Les Parry
2010/11,52,Adam McGurk,2,2011-04-30,Leyton Orient,A,3-0,3,0,Football League,League,3,Les Parry
2011/12,1,Robbie Weir,1,2011-08-06,Chesterfield,H,1-0,1,0,Football League,League,3,Les Parry
2011/12,3,David Buchanan,1,2011-08-13,Leyton Orient,A,1-0,1,0,Football League,League,3,Les Parry
2011/12,4,Joss Labadie,1,2011-08-16,Notts County,A,2-3,2,3,Football League,League,3,Les Parry
2011/12,4,John Welsh,1,2011-08-16,Notts County,A,2-3,2,3,Football League,League,3,Les Parry
2011/12,5,Joss Labadie,1,2011-08-20,Sheffield United,H,1-1,1,1,Football League,League,3,Les Parry
2011/12,6,Andy Robinson,1,2011-08-27,Brentford,A,2-0,2,0,Football League,League,3,Les Parry
2011/12,6,Robbie Weir,1,2011-08-27,Brentford,A,2-0,2,0,Football League,League,3,Les Parry
2011/12,7,Ash Taylor,1,2011-08-30,Port Vale,H,1-1,1,1,Associate Members' Cup,Cup,NA,Les Parry
2011/12,10,Lucas Akins,1,2011-09-13,Carlisle United,H,1-2,1,2,Football League,League,3,Les Parry
2011/12,11,Enoch Showunmi,1,2011-09-17,Wycombe Wanderers,H,2-0,2,0,Football League,League,3,Les Parry
2011/12,11,Ash Taylor,1,2011-09-17,Wycombe Wanderers,H,2-0,2,0,Football League,League,3,Les Parry
2011/12,12,Jose Baxter,1,2011-09-24,Preston North End,A,1-2,1,2,Football League,League,3,Les Parry
2011/12,14,Adam McGurk,1,2011-10-08,Charlton Athletic,A,1-1,1,1,Football League,League,3,Les Parry
2011/12,15,Ash Taylor,1,2011-10-12,Accrington Stanley,A,1-0,1,0,Associate Members' Cup,Cup,NA,Les Parry
2011/12,16,Jose Baxter,1,2011-10-15,Oldham Athletic,H,1-0,1,0,Football League,League,3,Les Parry
2011/12,17,Mustafa Tiryaki,1,2011-10-22,Walsall,H,2-1,2,1,Football League,League,3,Les Parry
2011/12,17,Robbie Weir,1,2011-10-22,Walsall,H,2-1,2,1,Football League,League,3,Les Parry
2011/12,18,Lucas Akins,2,2011-10-25,Hartlepool United,A,2-0,2,0,Football League,League,3,Les Parry
2011/12,19,Mustafa Tiryaki,2,2011-10-29,Scunthorpe United,A,2-4,2,4,Football League,League,3,Les Parry
2011/12,21,Adam McGurk,1,2011-11-09,Chesterfield,A,3-4,3,4,Associate Members' Cup,Cup,NA,Les Parry
2011/12,21,Enoch Showunmi,1,2011-11-09,Chesterfield,A,3-4,3,4,Associate Members' Cup,Cup,NA,Les Parry
2011/12,21,Mustafa Tiryaki,1,2011-11-09,Chesterfield,A,3-4,3,4,Associate Members' Cup,Cup,NA,Les Parry
2011/12,23,Jose Baxter,1,2011-11-19,Sheffield Wednesday,H,1-2,1,2,Football League,League,3,Les Parry
2011/12,26,Joss Labadie,1,2011-12-17,Stevenage,A,1-2,1,2,Football League,League,3,Les Parry
2011/12,27,Joss Labadie,1,2011-12-30,Bury,H,2-0,2,0,Football League,League,3,Les Parry
2011/12,27,Ash Taylor,1,2011-12-30,Bury,H,2-0,2,0,Football League,League,3,Les Parry
2011/12,28,Ian Goodison,1,2012-01-02,Sheffield Wednesday,A,1-2,1,2,Football League,League,3,Les Parry
2011/12,29,Martin Devaney,1,2012-01-07,Brentford,H,2-2,2,2,Football League,League,3,Les Parry
2011/12,30,Adam McGurk,1,2012-01-14,Yeovil Town,A,1-2,1,2,Football League,League,3,Les Parry
2011/12,32,Martin Devaney,1,2012-01-21,AFC Bournemouth,A,1-2,1,2,Football League,League,3,Les Parry
2011/12,33,Adam McGurk,1,2012-01-28,Huddersfield Town,H,1-1,1,1,Football League,League,3,Les Parry
2011/12,34,Adam McGurk,1,2012-02-04,Wycombe Wanderers,A,1-2,1,2,Football League,League,3,Les Parry
2011/12,36,Ryan Brunt,1,2012-02-18,Charlton Athletic,H,1-1,1,1,Football League,League,3,Les Parry
2011/12,39,John Welsh,1,2012-03-06,Notts County,H,1-1,1,1,Football League,League,3,Ronnie Moore
2011/12,40,Andy Robinson,1,2012-03-10,Leyton Orient,H,2-0,2,0,Football League,League,3,Ronnie Moore
2011/12,40,Enoch Showunmi,1,2012-03-10,Leyton Orient,H,2-0,2,0,Football League,League,3,Ronnie Moore
2011/12,41,Andy Robinson,1,2012-03-13,Preston North End,H,2-1,2,1,Football League,League,3,Ronnie Moore
2011/12,41,Enoch Showunmi,1,2012-03-13,Preston North End,H,2-1,2,1,Football League,League,3,Ronnie Moore
2011/12,42,Lucas Akins,1,2012-03-17,Sheffield United,A,1-1,1,1,Football League,League,3,Ronnie Moore
2011/12,43,Jake Cassidy,1,2012-03-20,Rochdale,A,2-0,2,0,Football League,League,3,Ronnie Moore
2011/12,43,James Wallace,1,2012-03-20,Rochdale,A,2-0,2,0,Football League,League,3,Ronnie Moore
2011/12,44,Jake Cassidy,1,2012-03-24,Exeter City,H,2-0,2,0,Football League,League,3,Ronnie Moore
2011/12,44,Joss Labadie,1,2012-03-24,Exeter City,H,2-0,2,0,Football League,League,3,Ronnie Moore
2011/12,46,Lucas Akins,1,2012-04-06,Stevenage,H,3-0,3,0,Football League,League,3,Ronnie Moore
2011/12,46,Jake Cassidy,2,2012-04-06,Stevenage,H,3-0,3,0,Football League,League,3,Ronnie Moore
2011/12,48,Andy Robinson,1,2012-04-14,Walsall,A,1-0,1,0,Football League,League,3,Ronnie Moore
2011/12,49,John Welsh,1,2012-04-21,Hartlepool United,H,1-1,1,1,Football League,League,3,Ronnie Moore
2011/12,50,Jake Cassidy,1,2012-04-28,Colchester United,A,2-4,2,4,Football League,League,3,Ronnie Moore
2011/12,50,James Wallace,1,2012-04-28,Colchester United,A,2-4,2,4,Football League,League,3,Ronnie Moore
2011/12,51,Mark McChrystal,1,2012-05-05,Scunthorpe United,H,1-1,1,1,Football League,League,3,Ronnie Moore
2012/13,1,Abdulai Bell-Baggie,1,2012-08-14,Chesterfield,A,2-1,2,1,League Cup,Cup,NA,Ronnie Moore
2012/13,1,Cole Stockton,1,2012-08-14,Chesterfield,A,2-1,2,1,League Cup,Cup,NA,Ronnie Moore
2012/13,2,John-Louis Akpa Akpro,2,2012-08-18,Leyton Orient,H,3-1,3,1,Football League,League,3,Ronnie Moore
2012/13,2,Zoumana Bakayogo,1,2012-08-18,Leyton Orient,H,3-1,3,1,Football League,League,3,Ronnie Moore
2012/13,3,Andy Robinson,3,2012-08-21,Carlisle United,A,3-0,3,0,Football League,League,3,Ronnie Moore
2012/13,4,John-Louis Akpa Akpro,1,2012-08-25,Shrewsbury Town,A,1-1,1,1,Football League,League,3,Ronnie Moore
2012/13,6,Zoumana Bakayogo,1,2012-09-01,Colchester United,H,4-0,4,0,Football League,League,3,Ronnie Moore
2012/13,6,Jake Cassidy,3,2012-09-01,Colchester United,H,4-0,4,0,Football League,League,3,Ronnie Moore
2012/13,9,Jake Cassidy,1,2012-09-15,Coventry City,H,2-0,2,0,Football League,League,3,Ronnie Moore
2012/13,9,Andy Robinson,1,2012-09-15,Coventry City,H,2-0,2,0,Football League,League,3,Ronnie Moore
2012/13,10,Jake Cassidy,1,2012-09-18,Bury,H,3-0,3,0,Football League,League,3,Ronnie Moore
2012/13,10,Andy Robinson,2,2012-09-18,Bury,H,3-0,3,0,Football League,League,3,Ronnie Moore
2012/13,11,John-Louis Akpa Akpro,1,2012-09-22,Crawley Town,A,5-2,5,2,Football League,League,3,Ronnie Moore
2012/13,11,Jake Cassidy,2,2012-09-22,Crawley Town,A,5-2,5,2,Football League,League,3,Ronnie Moore
2012/13,11,Danny Holmes,1,2012-09-22,Crawley Town,A,5-2,5,2,Football League,League,3,Ronnie Moore
2012/13,11,Andy Robinson,1,2012-09-22,Crawley Town,A,5-2,5,2,Football League,League,3,Ronnie Moore
2012/13,12,John-Louis Akpa Akpro,1,2012-09-29,Brentford,H,1-1,1,1,Football League,League,3,Ronnie Moore
2012/13,13,John-Louis Akpa Akpro,2,2012-10-02,Scunthorpe United,A,3-1,3,1,Football League,League,3,Ronnie Moore
2012/13,13,James Wallace,1,2012-10-02,Scunthorpe United,A,3-1,3,1,Football League,League,3,Ronnie Moore
2012/13,14,Joe Thompson,1,2012-10-06,Notts County,A,1-0,1,0,Football League,League,3,Ronnie Moore
2012/13,15,Jake Cassidy,1,2012-10-13,Yeovil Town,H,3-2,3,2,Football League,League,3,Ronnie Moore
2012/13,15,Danny Holmes,1,2012-10-13,Yeovil Town,H,3-2,3,2,Football League,League,3,Ronnie Moore
2012/13,15,James Wallace,1,2012-10-13,Yeovil Town,H,3-2,3,2,Football League,League,3,Ronnie Moore
2012/13,16,Jake Jervis,1,2012-10-20,AFC Bournemouth,A,1-3,1,3,Football League,League,3,Ronnie Moore
2012/13,17,Jake Cassidy,1,2012-10-23,Doncaster Rovers,H,1-2,1,2,Football League,League,3,Ronnie Moore
2012/13,18,Jake Cassidy,1,2012-10-27,Preston North End,H,1-1,1,1,Football League,League,3,Ronnie Moore
2012/13,19,Andy Robinson,1,2012-11-07,Hartlepool United,A,2-0,2,0,Football League,League,3,Ronnie Moore
2012/13,19,Cole Stockton,1,2012-11-07,Hartlepool United,A,2-0,2,0,Football League,League,3,Ronnie Moore
2012/13,20,Adam McGurk,1,2012-11-10,Oldham Athletic,A,1-0,1,0,Football League,League,3,Ronnie Moore
2012/13,21,Max Power,1,2012-11-13,Braintree Town,A,3-0,3,0,FA Cup,Cup,NA,Ronnie Moore
2012/13,21,Cole Stockton,1,2012-11-13,Braintree Town,A,3-0,3,0,FA Cup,Cup,NA,Ronnie Moore
2012/13,21,Joe Thompson,1,2012-11-13,Braintree Town,A,3-0,3,0,FA Cup,Cup,NA,Ronnie Moore
2012/13,24,Jake Cassidy,1,2012-11-24,Stevenage,A,1-1,1,1,Football League,League,3,Ronnie Moore
2012/13,25,Adam McGurk,1,2012-12-01,Chesterfield,H,2-1,2,1,FA Cup,Cup,NA,Ronnie Moore
2012/13,25,Cole Stockton,1,2012-12-01,Chesterfield,H,2-1,2,1,FA Cup,Cup,NA,Ronnie Moore
2012/13,26,Michael O'Halloran,1,2012-12-08,Portsmouth,H,2-2,2,2,Football League,League,3,Ronnie Moore
2012/13,26,Ash Taylor,1,2012-12-08,Portsmouth,H,2-2,2,2,Football League,League,3,Ronnie Moore
2012/13,29,Adam McGurk,1,2012-12-26,Crewe Alexandra,H,2-1,2,1,Football League,League,3,Ronnie Moore
2012/13,29,Max Power,1,2012-12-26,Crewe Alexandra,H,2-1,2,1,Football League,League,3,Ronnie Moore
2012/13,30,Cole Stockton,1,2012-12-29,Scunthorpe United,H,1-0,1,0,Football League,League,3,Ronnie Moore
