game_date,player_name,min_off,min_on
1996-09-10,Johnny Morrissey,90,
1996-09-28,John Aldridge,90,
1997-01-10,Liam O'Brien,70,
1997-08-12,Paul Cook,90,
1997-08-15,Liam O'Brien,90,
1998-04-07,Lee Jones,80,
1998-09-22,Georges Santos,90,
1998-10-03,Andy Thompson,86,
1999-04-24,Scott Taylor,69,
